,"Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island"
"Time (America/New_York)",Battery,"Air Temperature","Relative Humidity","Rel. Barometric Pressure","Wind Speed","Max Wind Sp","Wind Direction","Wet Bulb Temperature","Precip Type","Rain Intensity","Total Rain","Interval Rain","Solar Rad",Heading,Temperature,pH,"Sp Cond",Depth,Chlorophyll,DO,DOSat,"pH mV","Internal Bat"
,V,C,%,hPa,m/s,m/s,Degree,C,,mm/h,mm,mm,W/m2,Degree,C,,uS/cm,m,ug/L,mg/L,%,,V
"07-07-2018 05:30:00",12.9,15.70,63,1025.5,3.8,5.3,307,11.80,0,0.0,79.4,0.0,29,208.0,15.81,7.90,47170,0.820,13.0,8.81,106.7,-54.7,0.0
"07-07-2018 05:45:00",13.0,15.70,62,1025.6,4.3,5.7,298,11.70,0,0.0,79.4,0.0,83,200.0,15.74,7.90,47110,0.800,11.5,8.80,106.4,-54.3,0.1
"07-07-2018 06:00:00",13.2,15.80,64,1025.7,4.3,5.9,307,12.00,0,0.0,79.4,0.0,127,205.0,15.65,7.89,47130,0.830,11.1,8.77,105.9,-54.1,0.1
"07-07-2018 06:15:00",13.3,16.00,65,1025.8,3.6,5.7,315,12.30,0,0.0,79.4,0.0,175,210.0,15.67,7.88,47160,0.850,10.0,8.62,104.2,-53.3,0.0
"07-07-2018 06:30:00",13.5,16.10,64,1025.9,3.6,5.1,307,12.30,0,0.0,79.4,0.0,224,206.0,15.60,7.88,47260,0.850,9.8,8.62,104.1,-53.3,0.0
"07-07-2018 06:45:00",13.6,16.20,64,1026.0,3.6,5.2,303,12.40,0,0.0,79.4,0.0,257,207.0,15.61,7.88,47240,0.820,7.6,8.58,103.6,-53.1,0.1
"07-07-2018 07:00:00",13.6,16.30,63,1026.0,3.8,6.1,305,12.30,0,0.0,79.4,0.0,301,219.0,15.49,7.89,47240,0.760,7.2,8.61,103.7,-53.6,0.1
"07-07-2018 07:15:00",13.7,16.60,64,1026.2,3.1,4.6,306,12.70,0,0.0,79.4,0.0,349,218.0,15.45,7.87,47300,0.900,6.8,8.61,103.6,-52.9,0.1
"07-07-2018 07:30:00",13.7,16.70,60,1026.2,2.6,4.1,313,12.40,0,0.0,79.4,0.0,398,218.0,15.05,7.88,47280,0.820,6.5,8.72,104.2,-53.2,0.1
"07-07-2018 07:45:00",13.8,17.20,59,1026.3,3.3,4.8,306,12.70,0,0.0,79.4,0.0,443,201.0,15.11,7.88,47310,0.750,5.5,8.72,104.3,-53.1,0.1
"07-07-2018 08:00:00",13.8,17.40,57,1026.5,3.3,4.8,312,12.60,0,0.0,79.4,0.0,487,199.0,15.06,7.88,47260,0.810,5.5,8.74,104.3,-53.2,0.1
"07-07-2018 08:15:00",13.9,17.50,58,1026.6,2.9,4.5,318,12.80,0,0.0,79.4,0.0,531,207.0,15.10,7.88,47300,0.790,4.1,8.73,104.4,-53.3,0.1
"07-07-2018 08:30:00",13.9,17.60,63,1026.8,2.6,4.0,299,13.40,0,0.0,79.4,0.0,576,203.0,15.27,7.88,47210,0.800,3.5,8.73,104.6,-53.3,0.1
"07-07-2018 08:45:00",14.0,17.80,59,1026.9,2.6,3.9,285,13.20,0,0.0,79.4,0.0,627,196.0,15.50,7.89,47200,0.870,3.8,8.84,106.5,-53.7,0.1
"07-07-2018 09:00:00",14.3,18.10,62,1026.9,2.7,3.5,295,13.80,0,0.0,79.4,0.0,669,186.0,16.26,7.89,47160,0.810,3.9,8.72,106.6,-54.1,0.1
"07-07-2018 09:15:00",14.6,18.40,58,1026.9,2.6,3.7,287,13.50,0,0.0,79.4,0.0,704,182.0,15.82,7.90,47210,0.850,4.3,8.89,107.8,-54.6,0.1
"07-07-2018 09:30:00",14.6,18.50,55,1027.1,2.4,3.8,279,13.30,0,0.0,79.4,0.0,748,181.0,16.36,7.89,47100,0.760,3.9,8.72,106.8,-54.1,0.1
"07-07-2018 09:45:00",14.6,18.70,53,1027.1,1.7,2.6,297,13.20,0,0.0,79.4,0.0,780,181.0,16.23,7.89,47080,0.850,4.3,8.80,107.4,-54.2,0.1
"07-07-2018 10:00:00",14.6,19.20,51,1027.1,1.7,3.0,281,13.30,0,0.0,79.4,0.0,802,182.0,16.28,7.89,47150,0.770,4.1,8.83,108.0,-54.1,0.1
"07-07-2018 10:15:00",14.7,19.70,44,1027.2,0.5,1.4,257,12.80,0,0.0,79.4,0.0,838,181.0,16.04,7.90,47240,0.860,4.0,8.91,108.5,-54.4,0.1
"07-07-2018 10:30:00",14.6,19.80,43,1027.3,1.3,2.8,292,12.70,0,0.0,79.4,0.0,863,182.0,16.23,7.90,47260,0.840,3.7,8.85,108.2,-54.4,0.1
"07-07-2018 10:45:00",14.6,19.80,45,1027.4,1.9,3.9,340,13.00,0,0.0,79.4,0.0,884,180.0,17.15,7.89,47090,0.780,3.9,8.84,109.9,-54.3,0.1
"07-07-2018 11:00:00",14.6,20.00,44,1027.4,1.5,3.7,2,13.10,0,0.0,79.4,0.0,903,180.0,15.99,7.90,47120,0.830,4.3,8.99,109.2,-54.6,0.1
"07-07-2018 11:15:00",14.0,20.00,41,1027.4,1.6,3.3,16,12.60,0,0.0,79.4,0.0,924,191.0,16.46,7.91,47310,0.800,4.0,8.86,108.7,-55.0,0.1
"07-07-2018 11:30:00",14.0,20.10,46,1027.4,1.7,3.9,14,13.40,0,0.0,79.4,0.0,929,195.0,17.34,7.90,47180,0.850,4.2,8.82,110.1,-54.6,0.1
"07-07-2018 11:45:00",14.0,19.00,60,1027.4,2.7,3.8,137,14.30,0,0.0,79.4,0.0,941,200.0,17.13,7.91,46820,0.780,4.2,8.83,109.6,-55.2,0.1
"07-07-2018 12:00:00",14.0,18.90,60,1027.5,2.4,3.7,138,14.30,0,0.0,79.4,0.0,952,220.0,17.39,7.90,47160,0.830,4.1,8.84,110.5,-55.0,0.1
"07-07-2018 12:15:00",13.9,19.90,43,1027.4,2.7,4.1,117,12.80,0,0.0,79.4,0.0,927,77.0,16.69,7.91,47180,0.770,4.3,8.98,110.7,-55.2,0.1
"07-07-2018 12:30:00",13.8,20.00,47,1027.4,3.3,4.7,67,13.40,0,0.0,79.4,0.0,949,357.0,17.25,7.90,47090,0.810,4.1,8.99,112.0,-54.8,0.1
"07-07-2018 12:45:00",13.9,18.80,59,1027.4,3.0,3.9,141,14.10,0,0.0,79.4,0.0,950,29.0,17.48,7.90,47230,0.850,3.9,8.82,110.5,-54.9,0.1
"07-07-2018 13:00:00",13.9,19.70,48,1027.3,3.9,5.1,121,13.30,0,0.0,79.4,0.0,943,30.0,18.26,7.90,47070,0.880,4.1,8.91,113.2,-55.0,0.1
"07-07-2018 13:15:00",13.9,19.00,56,1027.4,3.9,4.9,141,13.90,0,0.0,79.4,0.0,942,51.0,17.17,7.91,46900,0.860,4.8,8.95,111.3,-55.2,0.1
"07-07-2018 13:30:00",14.0,20.00,46,1027.2,3.8,5.3,118,13.20,0,0.0,79.4,0.0,931,47.0,16.90,7.91,46770,0.880,5.4,9.03,111.6,-55.1,0.1
"07-07-2018 13:45:00",14.0,18.90,53,1027.1,3.7,5.1,130,13.30,0,0.0,79.4,0.0,929,48.0,16.29,7.91,46610,0.800,5.3,9.13,111.4,-55.5,0.1
"07-07-2018 14:00:00",13.9,18.90,61,1027.0,3.6,4.9,132,14.30,0,0.0,79.4,0.0,915,56.0,16.96,7.90,46520,0.820,4.7,9.11,112.6,-54.8,0.1
"07-07-2018 14:15:00",13.9,19.30,56,1026.8,4.6,6.6,123,14.00,0,0.0,79.4,0.0,902,59.0,17.20,7.91,46580,0.800,4.8,9.14,113.5,-55.2,0.1
"07-07-2018 14:30:00",14.0,19.80,55,1026.7,5.0,7.5,123,14.30,0,0.0,79.4,0.0,898,61.0,17.21,7.92,46570,0.810,5.4,9.12,113.2,-55.9,0.1
"07-07-2018 14:45:00",14.0,19.20,57,1026.6,5.1,6.9,143,14.20,0,0.0,79.4,0.0,868,70.0,17.08,7.92,46550,0.820,6.6,9.16,113.4,-55.7,0.1
"07-07-2018 15:00:00",13.8,19.20,59,1026.5,5.5,7.9,125,14.40,0,0.0,79.4,0.0,855,45.0,17.23,7.92,46560,0.830,5.9,9.17,114.0,-55.8,0.1
"07-07-2018 15:15:00",14.0,18.90,61,1026.6,5.5,7.0,92,14.30,0,0.0,79.4,0.0,835,7.0,17.25,7.92,46510,0.770,6.2,9.22,114.6,-56.2,0.1
"07-07-2018 15:30:00",13.9,19.50,53,1026.3,5.1,7.1,154,13.80,0,0.0,79.4,0.0,803,56.0,17.07,7.92,46580,0.830,7.5,9.30,115.2,-56.0,0.1
"07-07-2018 15:45:00",14.0,18.70,59,1026.4,5.6,7.5,165,14.00,0,0.0,79.4,0.0,772,65.0,16.94,7.93,46610,0.830,7.6,9.42,116.4,-56.3,0.1
"07-07-2018 16:00:00",13.8,18.60,62,1026.4,5.9,7.9,110,14.30,0,0.0,79.4,0.0,734,10.0,16.78,7.95,46730,0.820,9.2,9.47,116.8,-57.6,0.1
"07-07-2018 16:15:00",14.0,19.10,57,1026.1,6.0,7.8,118,14.10,0,0.0,79.4,0.0,702,14.0,16.85,7.94,46640,0.800,9.6,9.50,117.2,-57.1,0.0
"07-07-2018 16:30:00",14.0,19.20,56,1026.3,6.2,8.5,152,13.90,0,0.0,79.4,0.0,662,42.0,16.70,7.95,46730,0.860,9.3,9.59,118.0,-57.5,0.1
"07-07-2018 16:45:00",14.0,19.20,56,1026.2,6.1,7.7,172,14.00,0,0.0,79.4,0.0,616,62.0,16.65,7.95,46740,0.790,9.3,9.58,117.7,-57.4,0.1
"07-07-2018 17:00:00",13.9,18.40,60,1026.1,5.4,7.2,193,13.90,0,0.0,79.4,0.0,580,58.0,16.26,7.96,46770,0.780,10.5,9.63,117.5,-58.3,0.1
"07-07-2018 17:15:00",14.0,18.70,60,1025.9,5.4,7.0,130,14.10,0,0.0,79.4,0.0,550,334.0,16.09,7.94,46870,0.820,10.4,9.66,117.6,-57.0,0.1
"07-07-2018 17:30:00",13.9,18.40,66,1025.9,4.9,6.8,109,14.60,0,0.0,79.4,0.0,479,315.0,16.07,7.95,46880,0.840,10.9,9.71,118.1,-57.5,0.1
"07-07-2018 17:45:00",14.0,18.10,70,1025.9,3.4,4.6,111,14.80,0,0.0,79.4,0.0,420,284.0,16.08,7.95,46870,0.800,11.5,9.79,119.0,-57.3,0.1
"07-07-2018 18:00:00",14.0,18.60,71,1026.0,3.7,5.3,92,15.30,0,0.0,79.4,0.0,350,254.0,16.12,7.95,46910,0.830,10.9,9.67,117.8,-57.7,0.1
"07-07-2018 18:15:00",14.0,19.40,61,1026.0,3.6,4.6,102,14.80,0,0.0,79.4,0.0,308,204.0,16.35,7.95,46910,0.790,13.1,9.71,118.7,-57.4,0.1
"07-07-2018 18:30:00",14.0,18.40,70,1026.0,3.0,3.9,119,15.00,0,0.0,79.4,0.0,269,215.0,16.41,7.95,46870,0.830,13.0,9.76,119.5,-57.8,0.0
"07-07-2018 18:45:00",14.0,19.00,68,1026.1,3.3,4.7,145,15.30,0,0.0,79.4,0.0,231,234.0,16.48,7.96,46840,0.850,14.1,9.85,120.8,-58.2,0.1
"07-07-2018 19:00:00",13.9,19.00,63,1026.1,3.4,5.1,135,14.80,0,0.0,79.4,0.0,194,211.0,16.53,7.96,46890,0.780,14.3,9.83,120.6,-58.2,0.0
"07-07-2018 19:15:00",13.9,18.60,67,1026.1,3.5,5.2,131,14.90,0,0.0,79.4,0.0,155,216.0,16.47,7.96,46970,0.790,13.9,9.80,120.2,-58.2,0.1
"07-07-2018 19:30:00",13.9,20.20,53,1026.1,4.9,7.0,138,14.50,0,0.0,79.4,0.0,115,196.0,16.47,7.96,47020,0.840,13.9,9.79,120.1,-57.9,0.1
"07-07-2018 19:45:00",13.9,20.10,53,1026.2,4.6,6.4,156,14.40,0,0.0,79.4,0.0,73,197.0,16.18,7.95,46910,0.830,14.5,9.78,119.2,-57.7,0.1
"07-07-2018 20:00:00",13.3,19.50,62,1026.2,3.5,4.9,158,15.10,0,0.0,79.4,0.0,41,194.0,15.90,7.95,47070,0.830,14.9,9.71,117.8,-57.3,0.1
"07-07-2018 20:15:00",13.2,19.70,61,1026.1,3.2,5.0,163,15.00,0,0.0,79.4,0.0,16,183.0,16.76,7.96,46920,0.880,13.7,9.83,121.2,-58.5,0.0
"07-07-2018 20:30:00",13.1,19.40,66,1026.4,3.8,5.3,173,15.40,0,0.0,79.4,0.0,3,165.0,16.79,7.95,46850,0.840,14.5,9.74,120.2,-57.8,0.1
"07-07-2018 20:45:00",13.1,19.80,62,1026.4,4.8,6.5,177,15.20,0,0.0,79.4,0.0,0,174.0,17.09,7.96,46900,0.740,13.4,9.77,121.2,-58.4,0.1
"07-07-2018 21:00:00",13.0,19.10,68,1026.8,3.4,5.0,180,15.50,0,0.0,79.4,0.0,0,171.0,17.14,7.96,46830,0.830,13.7,9.73,120.9,-58.2,0.1
"07-07-2018 21:15:00",13.0,18.80,70,1027.1,1.7,2.7,153,15.30,0,0.0,79.4,0.0,0,175.0,17.25,7.96,46960,0.890,14.4,9.69,120.7,-58.2,0.1
"07-07-2018 21:30:00",13.0,19.00,69,1027.3,3.1,5.2,198,15.40,0,0.0,79.4,0.0,0,187.0,17.20,7.96,46920,0.840,13.7,9.66,120.2,-58.4,0.1
"07-07-2018 21:45:00",13.0,18.50,72,1027.4,2.7,3.8,187,15.30,0,0.0,79.4,0.0,0,176.0,17.21,7.95,46980,0.890,13.9,9.65,120.1,-58.0,0.1
"07-07-2018 22:00:00",13.0,18.40,72,1027.4,2.9,4.0,199,15.20,0,0.0,79.4,0.0,0,184.0,17.03,7.95,46970,0.850,14.3,9.61,119.2,-57.8,0.1
"07-07-2018 22:15:00",13.0,18.00,71,1027.4,2.6,3.8,213,14.80,0,0.0,79.4,0.0,0,188.0,17.20,7.95,46960,0.830,14.1,9.59,119.3,-58.0,0.1
"07-07-2018 22:30:00",13.0,18.40,69,1027.4,3.8,5.1,200,14.90,0,0.0,79.4,0.0,0,182.0,17.10,7.97,46990,0.830,13.7,9.57,118.9,-58.6,0.1
"07-07-2018 22:45:00",13.0,18.30,70,1027.5,3.3,5.0,199,15.00,0,0.0,79.4,0.0,0,175.0,17.08,7.95,46960,0.820,13.9,9.46,117.5,-57.4,0.1
"07-07-2018 23:00:00",13.0,18.00,71,1027.6,2.6,3.7,202,14.80,0,0.0,79.4,0.0,0,174.0,16.95,7.95,47050,0.880,13.9,9.50,117.7,-57.6,0.1
"07-07-2018 23:15:00",12.9,18.00,71,1027.3,2.2,4.1,208,14.80,0,0.0,79.4,0.0,0,181.0,16.74,7.95,46980,0.800,14.1,9.52,117.4,-57.6,0.0
"07-07-2018 23:30:00",13.0,17.90,72,1027.4,2.5,3.5,213,14.80,0,0.0,79.4,0.0,0,190.0,16.64,7.94,46980,0.820,13.9,9.42,116.0,-57.3,0.1
"07-07-2018 23:45:00",13.0,17.90,71,1027.2,3.0,3.8,199,14.70,0,0.0,79.4,0.0,0,177.0,16.84,7.95,46970,0.860,13.5,9.49,117.2,-57.7,0.1
"07-08-2018 00:00:00",13.0,17.80,71,1027.3,2.8,3.7,197,14.50,0,0.0,79.4,0.0,0,175.0,16.86,7.94,46950,0.840,14.1,9.36,115.7,-56.8,0.1
"07-08-2018 00:15:00",13.0,17.80,71,1027.2,3.2,4.1,207,14.60,0,0.0,79.4,0.0,0,180.0,16.71,7.94,47000,0.850,14.2,9.29,114.5,-56.7,0.1
"07-08-2018 00:30:00",13.0,17.70,71,1027.2,3.0,4.2,211,14.50,0,0.0,79.4,0.0,0,162.0,16.54,7.93,47100,0.860,15.1,9.24,113.5,-56.5,0.1
"07-08-2018 00:45:00",13.0,17.70,68,1027.0,3.2,4.9,198,14.10,0,0.0,79.4,0.0,0,132.0,16.47,7.93,47140,0.790,14.9,9.21,113.0,-56.2,0.1
"07-08-2018 01:00:00",12.9,17.60,72,1027.1,3.3,4.3,212,14.60,0,0.0,79.4,0.0,0,132.0,16.40,7.93,47200,0.850,14.5,9.23,113.2,-56.2,0.1
"07-08-2018 01:15:00",13.0,17.60,71,1027.1,3.5,5.1,199,14.30,0,0.0,79.4,0.0,0,75.0,16.22,7.92,47100,0.820,14.8,9.26,113.0,-55.9,0.1
"07-08-2018 01:30:00",13.0,17.60,72,1027.1,3.3,4.2,228,14.50,0,0.0,79.4,0.0,0,58.0,16.30,7.93,46980,0.820,14.9,9.26,113.2,-56.2,0.1
"07-08-2018 01:45:00",13.0,17.60,72,1027.2,3.5,4.9,226,14.50,0,0.0,79.4,0.0,0,42.0,16.38,7.93,47060,0.870,14.6,9.26,113.4,-56.1,0.1
"07-08-2018 02:00:00",13.0,17.50,72,1027.2,3.7,4.6,251,14.50,0,0.0,79.4,0.0,0,56.0,16.34,7.93,47090,0.890,13.0,9.29,113.7,-56.3,0.1
"07-08-2018 02:15:00",12.9,17.30,73,1027.1,3.7,4.9,244,14.30,0,0.0,79.4,0.0,0,60.0,16.50,7.93,47060,0.840,13.2,9.27,113.9,-56.6,0.1
"07-08-2018 02:30:00",12.9,17.20,74,1027.1,4.4,6.1,238,14.30,0,0.0,79.4,0.0,0,73.0,16.34,7.92,47060,0.910,11.7,9.07,111.1,-55.5,0.1
"07-08-2018 02:45:00",12.9,17.00,74,1027.3,4.5,5.5,236,14.10,0,0.0,79.4,0.0,0,74.0,16.45,7.92,46960,0.880,11.2,9.02,110.6,-56.1,0.1
"07-08-2018 03:00:00",12.9,16.80,74,1027.1,4.2,5.4,240,14.00,0,0.0,79.4,0.0,0,98.0,16.42,7.91,46950,0.810,11.9,9.02,110.5,-55.5,0.1
"07-08-2018 03:15:00",12.9,16.70,77,1027.2,3.6,4.8,240,14.20,0,0.0,79.4,0.0,0,113.0,16.37,7.92,46970,0.820,12.2,9.06,111.0,-55.5,0.1
"07-08-2018 03:30:00",12.9,16.50,77,1027.0,3.6,4.8,219,14.10,0,0.0,79.4,0.0,0,106.0,16.18,7.91,47030,0.830,12.0,9.02,110.0,-54.9,0.0
"07-08-2018 03:45:00",12.9,16.40,78,1027.1,3.4,4.3,242,14.20,0,0.0,79.4,0.0,0,135.0,16.16,7.91,47040,0.880,11.6,9.02,110.0,-55.0,0.1
"07-08-2018 04:00:00",12.9,16.30,77,1026.8,3.7,4.8,233,13.90,0,0.0,79.4,0.0,0,141.0,16.22,7.91,47000,0.830,12.5,9.05,110.5,-55.0,0.1
"07-08-2018 04:15:00",12.9,16.20,78,1026.7,3.8,5.3,220,14.00,0,0.0,79.4,0.0,0,163.0,16.16,7.91,47030,0.830,12.6,9.01,109.9,-55.1,0.0
"07-08-2018 04:30:00",12.9,16.00,80,1026.7,3.4,4.5,209,14.00,0,0.0,79.4,0.0,0,145.0,16.09,7.91,46960,0.820,11.9,9.03,109.9,-55.1,0.1
"07-08-2018 04:45:00",12.9,15.90,81,1026.6,3.4,4.5,227,14.00,0,0.0,79.4,0.0,0,196.0,16.09,7.91,47060,0.880,11.5,9.03,109.9,-55.4,0.1
"07-08-2018 05:00:00",12.9,15.80,82,1026.7,3.0,3.7,236,14.00,0,0.0,79.4,0.0,1,215.0,16.12,7.91,46970,0.830,13.8,8.97,109.3,-54.9,0.0
"07-08-2018 05:15:00",12.9,15.80,82,1026.9,2.9,4.0,231,14.00,0,0.0,79.4,0.0,5,223.0,16.19,7.90,46930,0.760,11.9,9.00,109.7,-54.8,0.1
"07-08-2018 05:30:00",12.9,15.80,82,1026.9,2.7,3.8,233,14.00,0,0.0,79.4,0.0,15,245.0,16.18,7.90,46960,0.840,12.0,8.96,109.3,-54.8,0.0
"07-08-2018 05:45:00",13.1,15.80,84,1026.9,2.4,3.6,205,14.20,0,0.0,79.4,0.0,75,221.0,16.15,7.90,47070,0.850,11.1,8.97,109.3,-54.7,0.0
"07-08-2018 06:00:00",13.3,15.70,83,1027.4,2.6,3.5,224,13.90,0,0.0,79.4,0.0,121,218.0,16.10,7.90,46950,0.800,10.2,8.98,109.4,-54.8,0.1
"07-08-2018 06:15:00",13.5,15.90,82,1027.7,2.6,4.1,226,14.10,0,0.0,79.4,0.0,171,195.0,16.02,7.91,46940,0.890,10.1,8.98,109.1,-55.0,0.1
"07-08-2018 06:30:00",13.6,15.90,82,1027.8,2.0,3.1,233,14.10,0,0.0,79.4,0.0,223,188.0,16.02,7.90,47040,0.830,10.1,8.95,108.8,-54.8,0.1
"07-08-2018 06:45:00",13.7,16.00,83,1028.0,1.8,2.9,236,14.30,0,0.0,79.4,0.0,266,203.0,16.01,7.91,47010,0.870,9.2,9.00,109.3,-55.1,0.0
"07-08-2018 07:00:00",13.7,16.00,83,1028.1,1.6,2.8,218,14.20,0,0.0,79.4,0.0,314,194.0,15.93,7.91,47080,0.850,8.2,9.02,109.5,-55.1,0.1
"07-08-2018 07:15:00",13.8,16.20,82,1028.1,1.3,2.2,219,14.40,0,0.0,79.4,0.0,356,197.0,16.19,7.90,47080,0.850,7.6,8.98,109.6,-54.9,0.1
"07-08-2018 07:30:00",13.9,16.40,82,1028.4,1.2,1.8,188,14.50,0,0.0,79.4,0.0,387,199.0,15.90,7.91,47030,0.850,7.8,9.08,110.1,-55.3,0.1
"07-08-2018 07:45:00",14.0,16.50,82,1028.2,1.5,2.6,171,14.60,0,0.0,79.4,0.0,430,204.0,15.78,7.91,47090,0.890,7.0,9.09,110.0,-55.2,0.1
"07-08-2018 08:00:00",14.2,16.90,81,1028.5,1.3,1.9,184,14.90,0,0.0,79.4,0.0,471,202.0,15.87,7.91,47090,0.890,6.1,9.13,110.8,-55.4,0.1
"07-08-2018 08:15:00",14.6,17.00,81,1028.6,1.2,1.8,167,15.00,0,0.0,79.4,0.0,523,202.0,15.98,7.91,47060,0.850,5.5,9.11,110.7,-55.2,0.1
"07-08-2018 08:30:00",14.6,17.20,83,1028.5,1.0,1.7,137,15.40,0,0.0,79.4,0.0,551,199.0,15.87,7.91,47110,0.870,5.6,9.10,110.3,-55.0,0.1
"07-08-2018 08:45:00",14.5,17.10,83,1028.7,1.6,2.3,124,15.30,0,0.0,79.4,0.0,596,194.0,16.08,7.91,47220,0.840,4.2,9.12,111.1,-55.0,0.1
"07-08-2018 09:00:00",14.5,17.20,82,1028.8,1.3,2.0,127,15.30,0,0.0,79.4,0.0,641,181.0,15.65,7.92,47250,0.870,5.3,9.29,112.2,-55.8,0.1
"07-08-2018 09:15:00",14.6,17.10,82,1028.9,1.6,2.0,112,15.20,0,0.0,79.4,0.0,688,177.0,16.18,7.92,47100,0.860,4.5,9.20,112.2,-55.7,0.1
"07-08-2018 09:30:00",14.5,17.50,81,1028.6,1.4,2.9,128,15.50,0,0.0,79.4,0.0,721,184.0,15.99,7.92,47120,0.870,4.5,9.30,113.0,-56.0,0.1
"07-08-2018 09:45:00",14.6,17.70,81,1028.8,1.3,1.9,118,15.70,0,0.0,79.4,0.0,756,189.0,15.92,7.93,47170,0.880,4.6,9.38,114.0,-56.4,0.1
"07-08-2018 10:00:00",14.6,17.90,81,1028.9,1.3,1.9,116,15.80,0,0.0,79.4,0.0,785,180.0,16.25,7.93,47200,0.840,3.9,9.38,114.6,-56.1,0.1
"07-08-2018 10:15:00",13.9,18.30,78,1029.0,1.4,2.3,118,15.90,0,0.0,79.4,0.0,823,170.0,16.65,7.92,47110,0.840,3.8,9.32,114.8,-56.1,0.0
"07-08-2018 10:30:00",13.9,18.60,72,1028.9,1.8,2.6,126,15.50,0,0.0,79.4,0.0,842,175.0,16.73,7.93,47140,0.870,3.7,9.36,115.4,-56.3,0.1
"07-08-2018 10:45:00",13.9,18.90,72,1029.0,1.6,2.8,122,15.70,0,0.0,79.4,0.0,872,183.0,16.68,7.93,47110,0.910,3.7,9.35,115.2,-56.5,0.1
"07-08-2018 11:00:00",14.0,20.20,57,1028.9,2.5,3.9,97,14.90,0,0.0,79.4,0.0,891,189.0,16.88,7.93,47130,0.810,3.6,9.30,115.1,-56.3,0.1
"07-08-2018 11:15:00",14.0,20.50,58,1028.7,2.4,4.0,89,15.40,0,0.0,79.4,0.0,910,177.0,17.34,7.92,47230,0.820,3.3,9.20,114.9,-56.0,0.1
"07-08-2018 11:30:00",14.0,20.40,57,1028.6,2.9,4.1,105,15.20,0,0.0,79.4,0.0,926,200.0,17.02,7.92,47170,0.850,3.6,9.22,114.4,-55.8,0.1
"07-08-2018 11:45:00",14.0,19.60,65,1028.5,3.8,5.9,93,15.50,0,0.0,79.4,0.0,932,190.0,16.54,7.93,47120,0.850,4.0,9.33,114.6,-56.2,0.1
"07-08-2018 12:00:00",14.0,19.50,67,1028.5,3.9,5.1,81,15.70,0,0.0,79.4,0.0,917,192.0,16.15,7.93,47260,0.840,4.5,9.39,114.5,-56.5,0.1
"07-08-2018 12:15:00",14.0,19.60,68,1028.3,4.0,5.6,82,15.80,0,0.0,79.4,0.0,939,342.0,16.72,7.92,47160,0.880,4.2,9.33,115.1,-56.1,0.1
"07-08-2018 12:30:00",13.9,19.50,68,1028.2,4.2,5.9,80,15.70,0,0.0,79.4,0.0,939,355.0,16.48,7.92,47090,0.840,4.3,9.38,115.1,-56.0,0.1
"07-08-2018 12:45:00",14.0,19.80,67,1028.0,4.2,6.0,131,15.90,0,0.0,79.4,0.0,942,55.0,16.41,7.93,47180,0.820,3.8,9.40,115.3,-56.3,0.1
"07-08-2018 13:00:00",14.0,19.30,73,1027.9,4.0,5.7,101,16.30,0,0.0,79.4,0.0,947,17.0,16.12,7.93,47240,0.850,4.5,9.48,115.6,-56.3,0.1
"07-08-2018 13:15:00",13.9,18.90,76,1027.8,4.1,5.8,111,16.10,0,0.0,79.4,0.0,944,24.0,15.64,7.94,47370,0.830,5.0,9.65,116.6,-56.9,0.1
"07-08-2018 13:30:00",13.9,18.90,79,1027.8,3.7,5.0,124,16.50,0,0.0,79.4,0.0,945,21.0,15.61,7.94,47290,0.830,4.9,9.68,116.8,-57.0,0.1
"07-08-2018 13:45:00",13.8,19.90,72,1027.7,4.8,6.3,121,16.70,0,0.0,79.4,0.0,935,34.0,15.27,7.93,47340,0.840,4.5,9.54,114.5,-56.1,0.1
"07-08-2018 14:00:00",13.9,20.60,66,1027.5,4.9,6.7,110,16.50,60,0.0,79.4,0.0,924,31.0,15.41,7.94,47420,0.840,4.0,9.66,116.2,-56.6,0.1
"07-08-2018 14:15:00",13.9,20.50,68,1027.4,5.4,7.3,120,16.70,0,0.0,79.4,0.0,905,45.0,16.94,7.93,47160,0.890,4.1,9.52,117.9,-56.6,0.1
"07-08-2018 14:30:00",13.9,20.50,66,1027.2,5.1,6.9,115,16.40,0,0.0,79.4,0.0,893,49.0,16.81,7.94,47070,0.800,5.1,9.56,118.1,-56.8,0.1
"07-08-2018 14:45:00",13.9,20.90,61,1027.0,5.9,7.6,124,16.10,0,0.0,79.4,0.0,868,58.0,16.63,7.94,47000,0.850,5.6,9.66,118.9,-56.7,0.1
"07-08-2018 15:00:00",14.0,21.10,62,1026.8,5.0,7.0,113,16.50,0,0.0,79.4,0.0,839,48.0,16.60,7.94,46880,0.780,5.8,9.66,118.7,-56.9,0.1
"07-08-2018 15:15:00",14.0,21.40,55,1026.8,5.8,7.7,123,15.80,0,0.0,79.4,0.0,817,70.0,16.02,7.95,47090,0.850,7.4,9.76,118.7,-57.2,0.1
"07-08-2018 15:30:00",13.9,21.00,58,1026.7,5.5,7.3,121,15.80,0,0.0,79.4,0.0,766,83.0,16.61,7.94,46880,0.870,6.5,9.73,119.7,-56.9,0.1
