,"Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island"
"Time (America/New_York)",Battery,"Air Temperature","Relative Humidity","Rel. Barometric Pressure","Wind Speed","Max Wind Sp","Wind Direction","Wet Bulb Temperature","Precip Type","Rain Intensity","Total Rain","Interval Rain","Solar Rad",Heading,Temperature,pH,"Sp Cond",Depth,Chlorophyll,DO,DOSat,"pH mV","Internal Bat"
,V,C,%,hPa,m/s,m/s,Degree,C,,mm/h,mm,mm,W/m2,Degree,C,,uS/cm,m,ug/L,mg/L,%,,V
"07-01-2018 00:00:00",12.9,20.50,83,1015.0,2.6,3.3,193,18.50,0,0.0,64.7,0.0,0,210.0,17.36,7.88,46650,0.780,8.2,8.75,109.1,-53.8,0.1
"07-01-2018 00:15:00",13.0,20.60,83,1014.8,3.0,3.5,186,18.70,0,0.0,64.7,0.0,0,214.0,17.60,7.88,46550,0.730,8.0,8.74,109.4,-53.8,0.1
"07-01-2018 00:30:00",13.0,20.90,83,1014.8,2.3,2.8,184,19.00,0,0.0,64.7,0.0,0,214.0,17.52,7.88,46630,0.710,7.9,8.70,108.7,-53.6,0.1
"07-01-2018 00:45:00",12.9,20.40,85,1014.7,1.9,2.4,203,18.70,0,0.0,64.7,0.0,0,199.0,17.46,7.87,46620,0.720,7.8,8.61,107.4,-53.3,0.1
"07-01-2018 01:00:00",12.9,21.40,82,1014.5,3.0,4.1,196,19.30,0,0.0,64.7,0.0,0,187.0,17.57,7.89,46470,0.730,8.1,8.79,109.9,-54.0,0.1
"07-01-2018 01:15:00",13.0,20.40,84,1014.6,2.1,3.2,199,18.60,0,0.0,64.7,0.0,0,179.0,17.64,7.89,46580,0.700,7.7,8.79,110.0,-54.1,0.1
"07-01-2018 01:30:00",12.9,20.00,85,1014.6,1.6,2.1,200,18.30,0,0.0,64.7,0.0,0,185.0,17.75,7.88,46600,0.720,7.8,8.70,109.2,-53.8,0.1
"07-01-2018 01:45:00",12.9,20.00,85,1014.5,1.0,1.6,159,18.30,0,0.0,64.7,0.0,0,188.0,16.79,7.86,46760,0.720,8.1,8.48,104.5,-52.6,0.1
"07-01-2018 02:00:00",12.9,20.10,85,1014.2,1.4,1.9,203,18.40,0,0.0,64.7,0.0,0,196.0,16.72,7.86,46770,0.720,6.9,8.44,103.9,-52.4,0.1
"07-01-2018 02:15:00",12.9,20.10,84,1014.2,1.2,2.1,182,18.30,0,0.0,64.7,0.0,0,193.0,17.45,7.88,46620,0.720,43.7,8.58,107.1,-53.4,0.1
"07-01-2018 02:30:00",12.9,19.90,86,1014.1,0.7,1.3,0,18.40,0,0.0,64.7,0.0,0,191.0,17.08,7.87,46680,0.710,7.2,8.56,106.2,-53.2,0.1
"07-01-2018 02:45:00",12.9,21.00,83,1014.3,0.7,2.6,326,19.00,0,0.0,64.7,0.0,0,179.0,17.22,7.88,46390,0.730,8.0,8.67,107.6,-53.4,0.1
"07-01-2018 03:00:00",12.9,22.20,77,1014.2,1.3,3.2,237,19.40,0,0.0,64.7,0.0,0,177.0,17.20,7.88,46430,0.730,7.4,8.65,107.4,-53.3,0.1
"07-01-2018 03:15:00",12.9,20.80,82,1014.3,1.0,1.5,195,18.70,0,0.0,64.7,0.0,0,179.0,17.12,7.88,46390,0.730,7.4,8.65,107.2,-53.4,0.1
"07-01-2018 03:30:00",12.9,20.80,82,1014.4,2.5,3.6,223,18.60,0,0.0,64.7,0.0,0,186.0,17.08,7.88,46490,0.720,7.4,8.65,107.1,-53.4,0.1
"07-01-2018 03:45:00",12.9,20.30,83,1014.5,2.3,3.0,204,18.40,0,0.0,64.7,0.0,0,170.0,17.22,7.87,46410,0.760,7.4,8.62,107.1,-53.1,0.1
"07-01-2018 04:00:00",12.9,19.90,84,1014.6,1.9,2.4,202,18.10,0,0.0,64.7,0.0,0,172.0,17.28,7.87,46560,0.720,7.6,8.62,107.2,-53.1,0.1
"07-01-2018 04:15:00",12.9,19.70,86,1014.8,2.6,3.1,209,18.10,0,0.0,64.7,0.0,0,179.0,17.19,7.87,46410,0.730,6.9,8.59,106.6,-53.2,0.1
"07-01-2018 04:30:00",12.9,20.20,85,1014.9,2.7,3.4,210,18.40,0,0.0,64.7,0.0,0,182.0,17.33,7.87,46470,0.730,7.3,8.53,106.2,-52.9,0.1
"07-01-2018 04:45:00",12.9,20.30,83,1015.4,2.3,2.8,209,18.30,0,0.0,64.7,0.0,0,178.0,17.38,7.87,46510,0.770,7.1,8.50,105.9,-52.8,0.0
"07-01-2018 05:00:00",12.9,20.00,85,1015.6,2.0,2.4,207,18.30,0,0.0,64.7,0.0,1,178.0,17.52,7.87,46540,0.660,7.4,8.43,105.3,-52.8,0.1
"07-01-2018 05:15:00",12.9,19.90,86,1015.9,0.4,1.5,229,18.30,0,0.0,64.7,0.0,3,184.0,17.63,7.86,46680,0.730,7.8,8.47,106.1,-52.7,0.1
"07-01-2018 05:30:00",12.8,20.70,83,1015.9,0.8,1.9,163,18.70,0,0.0,64.7,0.0,11,186.0,17.55,7.87,46520,0.760,7.4,8.58,107.2,-53.2,0.1
"07-01-2018 05:45:00",12.8,19.70,87,1015.8,1.7,2.4,187,18.30,0,0.0,64.7,0.0,31,184.0,17.65,7.87,46610,0.730,7.2,8.51,106.7,-53.1,0.1
"07-01-2018 06:00:00",13.0,20.70,84,1015.8,2.4,3.2,186,18.80,0,0.0,64.7,0.0,76,179.0,17.52,7.86,46650,0.750,7.0,8.38,104.7,-52.5,0.1
"07-01-2018 06:15:00",13.1,20.80,83,1015.7,2.9,3.9,187,18.90,0,0.0,64.7,0.0,156,178.0,17.01,7.85,46730,0.750,7.0,8.31,102.9,-52.1,0.1
"07-01-2018 06:30:00",13.2,20.90,83,1015.8,2.9,4.2,188,18.90,0,0.0,64.7,0.0,192,177.0,16.81,7.85,46740,0.760,7.0,8.28,102.1,-51.9,0.1
"07-01-2018 06:45:00",13.5,21.20,83,1016.1,2.6,3.5,211,19.20,0,0.0,64.7,0.0,307,165.0,17.39,7.85,46650,0.690,34.3,8.29,103.3,-52.0,0.1
"07-01-2018 07:00:00",13.6,21.50,83,1016.4,2.2,3.2,234,19.40,0,0.0,64.7,0.0,349,185.0,17.72,7.86,46610,0.770,5.6,8.33,104.5,-52.7,0.1
"07-01-2018 07:15:00",13.4,21.40,83,1016.2,2.4,3.2,217,19.40,0,0.0,64.7,0.0,241,187.0,17.72,7.86,46670,0.690,6.0,8.32,104.4,-52.3,0.1
"07-01-2018 07:30:00",13.3,21.30,84,1016.2,2.4,3.2,240,19.50,0,0.0,64.7,0.0,181,195.0,17.71,7.86,46600,0.740,6.1,8.32,104.4,-52.4,0.1
"07-01-2018 07:45:00",13.3,21.60,83,1015.9,1.6,2.2,246,19.60,0,0.0,64.7,0.0,181,197.0,16.87,7.87,46770,0.680,6.9,8.40,103.7,-52.7,0.1
"07-01-2018 08:00:00",13.2,21.50,84,1016.0,0.5,1.4,332,19.60,0,0.0,64.7,0.0,176,178.0,17.38,7.86,46770,0.750,6.7,8.35,104.2,-52.6,0.1
"07-01-2018 08:15:00",13.2,21.90,82,1016.0,0.8,1.7,357,19.80,0,0.0,64.7,0.0,197,330.0,16.76,7.87,46780,0.690,6.9,8.42,103.8,-52.9,0.1
"07-01-2018 08:30:00",13.3,22.10,82,1016.2,0.7,1.4,117,19.90,0,0.0,64.7,0.0,294,11.0,17.17,7.86,46660,0.750,5.0,8.45,104.9,-52.7,0.1
"07-01-2018 08:45:00",13.6,22.70,80,1016.1,0.5,1.3,0,20.20,0,0.0,64.7,0.0,562,17.0,17.54,7.86,46750,0.750,3.7,8.48,106.1,-52.6,0.1
"07-01-2018 09:00:00",13.7,23.00,79,1016.2,1.3,2.3,146,20.40,0,0.0,64.7,0.0,544,43.0,18.44,7.86,46500,0.700,5.4,8.39,106.7,-52.4,0.1
"07-01-2018 09:15:00",13.6,22.80,80,1016.0,1.4,2.1,224,20.30,0,0.0,64.7,0.0,479,35.0,18.17,7.86,46050,0.710,5.6,8.46,106.8,-52.6,0.1
"07-01-2018 09:30:00",13.5,22.20,84,1015.9,1.8,2.5,204,20.30,0,0.0,64.7,0.0,345,21.0,18.00,7.86,45720,0.690,6.9,8.55,107.5,-52.8,0.1
"07-01-2018 09:45:00",13.7,22.30,84,1015.9,1.3,2.0,208,20.30,0,0.0,64.7,0.0,585,354.0,18.10,7.87,45500,0.700,6.1,8.63,108.5,-52.9,0.1
"07-01-2018 10:00:00",13.9,23.80,79,1016.0,0.6,1.6,93,21.10,0,0.0,64.7,0.0,847,322.0,18.14,7.87,45490,0.720,5.1,8.67,109.1,-53.0,0.1
"07-01-2018 10:15:00",13.9,25.20,75,1016.1,0.5,1.8,169,21.80,0,0.0,64.7,0.0,637,24.0,17.77,7.88,45790,0.740,6.0,8.66,108.4,-53.8,0.1
"07-01-2018 10:30:00",14.3,23.90,78,1016.1,1.3,2.1,121,21.20,0,0.0,64.7,0.0,863,297.0,17.68,7.89,45970,0.720,5.5,8.64,108.1,-54.1,0.1
"07-01-2018 10:45:00",14.5,24.50,78,1016.1,2.4,3.2,143,21.60,0,0.0,64.7,0.0,877,342.0,17.44,7.87,46220,0.730,5.0,8.58,106.9,-53.0,0.1
"07-01-2018 11:00:00",14.3,23.60,81,1016.0,2.3,3.3,118,21.10,0,0.0,64.7,0.0,919,349.0,17.34,7.88,46290,0.730,5.0,8.65,107.6,-53.5,0.1
"07-01-2018 11:15:00",13.8,23.80,79,1016.1,2.7,3.5,209,21.20,0,0.0,64.7,0.0,469,99.0,18.88,7.87,45500,0.710,4.4,8.56,109.3,-53.0,0.1
"07-01-2018 11:30:00",14.5,24.90,77,1016.2,2.5,3.5,87,21.90,0,0.0,64.7,0.0,748,3.0,18.44,7.88,45430,0.750,4.9,8.75,110.7,-53.6,0.1
"07-01-2018 11:45:00",14.5,27.60,66,1016.2,3.0,4.4,0,22.70,0,0.0,64.7,0.0,905,58.0,17.30,7.88,46280,0.710,1.2,8.71,108.2,-53.6,0.1
"07-01-2018 12:00:00",14.5,27.80,65,1016.3,3.0,4.9,165,22.80,0,0.0,64.7,0.0,913,10.0,18.66,7.87,45750,0.640,4.8,8.65,110.0,-53.1,0.1
"07-01-2018 12:15:00",14.5,28.20,64,1016.2,3.0,5.0,80,22.90,0,0.0,64.7,0.0,939,275.0,17.35,7.88,46300,0.750,5.0,8.81,109.6,-53.7,0.1
"07-01-2018 12:30:00",14.5,28.20,62,1016.5,3.0,5.0,95,22.60,0,0.0,64.7,0.0,953,321.0,17.24,7.89,46310,0.760,0.5,8.86,110.0,-54.3,0.1
"07-01-2018 12:45:00",13.8,27.50,66,1016.3,2.6,4.0,76,22.60,0,0.0,64.7,0.0,935,256.0,17.20,7.88,46450,0.710,5.8,8.87,110.0,-53.8,0.1
"07-01-2018 13:00:00",13.8,26.70,69,1016.4,2.7,3.7,71,22.40,0,0.0,64.7,0.0,918,209.0,17.26,7.89,46370,0.630,5.9,8.92,110.8,-53.9,0.1
"07-01-2018 13:15:00",13.9,26.50,69,1016.2,2.9,5.1,69,22.10,0,0.0,64.7,0.0,912,176.0,17.18,7.90,46450,0.760,5.8,8.94,110.9,-54.9,0.1
"07-01-2018 13:30:00",13.9,26.40,69,1016.2,3.3,4.7,192,22.10,0,0.0,64.7,0.0,894,325.0,17.10,7.92,46490,0.610,6.5,8.94,110.8,-55.7,0.1
"07-01-2018 13:45:00",13.9,25.80,70,1016.3,4.3,5.9,81,21.70,0,0.0,64.7,0.0,904,213.0,17.94,7.90,46300,0.760,5.2,9.03,113.6,-54.8,0.1
"07-01-2018 14:00:00",13.8,25.00,73,1016.2,4.4,6.1,68,21.40,0,0.0,64.7,0.0,890,206.0,18.17,7.90,46230,0.680,5.4,9.02,113.9,-54.7,0.1
"07-01-2018 14:15:00",13.8,24.80,74,1016.1,4.6,7.5,105,21.30,0,0.0,64.7,0.0,872,245.0,18.26,7.90,46450,0.710,6.1,9.12,115.5,-55.2,0.1
"07-01-2018 14:30:00",14.0,24.10,76,1016.1,4.7,7.2,80,21.00,0,0.0,64.7,0.0,851,222.0,18.29,7.90,46360,0.800,4.9,9.01,114.2,-55.0,0.1
"07-01-2018 14:45:00",13.9,23.50,76,1016.1,5.7,7.8,118,20.50,0,0.0,64.7,0.0,820,283.0,18.06,7.90,46510,0.790,5.4,9.03,114.0,-55.0,0.1
"07-01-2018 15:00:00",13.8,23.20,78,1016.3,5.9,8.9,93,20.40,0,0.0,64.7,0.0,806,257.0,17.72,7.90,46580,0.750,5.2,9.00,112.9,-55.0,0.1
"07-01-2018 15:15:00",13.8,22.60,80,1016.3,6.1,8.3,102,20.10,0,0.0,64.7,0.0,777,271.0,17.30,7.89,46750,0.710,4.9,8.90,110.9,-54.3,0.1
"07-01-2018 15:30:00",13.7,22.90,78,1016.3,5.3,7.7,90,20.20,0,0.0,64.7,0.0,738,244.0,17.33,7.91,46750,0.770,4.3,8.87,110.5,-55.2,0.1
"07-01-2018 15:45:00",13.8,22.90,78,1016.3,6.2,8.2,90,20.10,0,0.0,64.7,0.0,699,229.0,17.27,7.89,46690,0.760,5.0,8.95,111.3,-54.3,0.1
"07-01-2018 16:00:00",13.9,23.00,77,1016.4,5.6,8.8,105,20.20,0,0.0,64.7,0.0,633,211.0,17.55,7.90,46710,0.680,5.7,9.04,113.2,-54.8,0.1
"07-01-2018 16:15:00",13.8,23.10,77,1016.6,5.6,8.6,88,20.30,0,0.0,64.7,0.0,575,192.0,18.28,7.90,46580,0.780,5.8,9.22,116.9,-55.3,0.1
"07-01-2018 16:30:00",13.8,22.70,80,1016.7,5.6,8.6,93,20.30,0,0.0,64.7,0.0,525,190.0,18.32,7.93,46450,0.800,7.0,9.53,120.9,-56.7,0.1
"07-01-2018 16:45:00",13.8,22.60,80,1016.6,5.3,8.0,88,20.10,0,0.0,64.7,0.0,463,195.0,17.95,7.93,46520,0.720,7.3,9.48,119.4,-56.5,0.1
"07-01-2018 17:00:00",13.8,22.20,80,1016.7,4.2,6.4,96,19.80,0,0.0,64.7,0.0,437,193.0,18.16,7.93,46480,0.670,7.8,9.46,119.6,-56.5,0.1
"07-01-2018 17:15:00",13.8,22.40,82,1016.8,4.5,6.6,91,20.10,0,0.0,64.7,0.0,409,187.0,17.65,7.92,46620,0.750,7.5,9.38,117.5,-56.1,0.1
"07-01-2018 17:30:00",13.8,22.20,82,1016.7,3.9,6.2,84,20.10,0,0.0,64.7,0.0,378,190.0,18.76,7.93,46470,0.750,7.6,9.52,121.8,-56.9,0.1
"07-01-2018 17:45:00",13.9,22.60,81,1016.7,3.7,5.9,90,20.20,0,0.0,64.7,0.0,328,178.0,18.77,7.94,46550,0.800,8.7,9.53,121.9,-57.3,0.1
"07-01-2018 18:00:00",13.9,22.90,78,1016.9,3.7,5.6,88,20.20,0,0.0,64.7,0.0,301,167.0,18.57,7.93,46490,0.640,9.7,9.49,121.0,-56.7,0.1
"07-01-2018 18:15:00",13.8,22.90,77,1017.1,3.3,5.2,98,20.00,0,0.0,64.7,0.0,265,175.0,18.91,7.93,46410,0.800,9.5,9.55,122.5,-57.0,0.1
"07-01-2018 18:30:00",13.8,22.60,78,1017.1,4.3,5.9,107,19.90,0,0.0,64.7,0.0,231,186.0,19.04,7.94,46430,0.720,9.5,9.52,122.4,-57.2,0.1
"07-01-2018 18:45:00",13.8,22.30,80,1017.2,3.8,5.5,93,19.80,0,0.0,64.7,0.0,200,169.0,18.87,7.94,46450,0.780,10.6,9.52,122.0,-57.3,0.1
"07-01-2018 19:00:00",13.9,22.20,81,1017.3,3.8,5.2,90,19.80,0,0.0,64.7,0.0,163,176.0,18.72,7.93,46600,0.700,10.7,9.50,121.5,-57.0,0.1
"07-01-2018 19:15:00",13.9,22.30,80,1017.2,3.8,5.1,96,19.80,0,0.0,64.7,0.0,131,178.0,18.58,7.93,46600,0.760,12.6,9.56,121.9,-56.8,0.1
"07-01-2018 19:30:00",13.8,22.60,78,1017.2,3.5,4.7,95,19.90,0,0.0,64.7,0.0,102,176.0,18.39,7.93,46610,0.700,13.0,9.51,120.8,-56.7,0.1
"07-01-2018 19:45:00",13.3,22.80,77,1017.3,3.6,5.0,92,19.90,0,0.0,64.7,0.0,65,175.0,18.17,7.93,46660,0.730,26.5,9.42,119.2,-56.5,0.1
"07-01-2018 20:00:00",13.2,22.00,80,1017.5,2.9,4.1,82,19.50,0,0.0,64.7,0.0,37,176.0,18.51,7.93,46730,0.740,12.8,9.42,120.0,-57.0,0.1
"07-01-2018 20:15:00",13.0,21.10,81,1017.5,2.0,2.8,89,18.90,0,0.0,64.7,0.0,15,74.0,18.33,7.93,46650,0.740,29.9,9.30,118.1,-56.8,0.1
"07-01-2018 20:30:00",13.0,21.30,84,1017.5,1.8,2.4,119,19.40,0,0.0,64.7,0.0,3,70.0,17.03,7.89,46840,0.770,17.5,9.00,111.5,-54.4,0.1
"07-01-2018 20:45:00",13.0,22.00,81,1017.6,2.1,2.9,118,19.70,0,0.0,64.7,0.0,0,49.0,18.90,7.93,46710,0.740,17.2,9.42,120.9,-56.6,0.1
"07-01-2018 21:00:00",13.0,22.40,79,1017.5,2.6,3.8,93,19.70,0,0.0,64.7,0.0,0,36.0,18.90,7.93,46660,0.720,11.7,9.33,119.7,-57.1,0.1
"07-01-2018 21:15:00",13.0,21.30,81,1017.8,2.0,3.1,82,19.10,0,0.0,64.7,0.0,0,51.0,18.33,7.91,46590,0.760,51.1,9.21,116.9,-55.5,0.1
"07-01-2018 21:30:00",13.0,21.20,82,1018.1,3.4,5.9,100,19.10,0,0.0,64.7,0.0,0,54.0,17.69,7.90,46740,0.750,15.3,9.18,115.2,-55.1,0.1
"07-01-2018 21:45:00",13.0,21.10,84,1018.1,4.3,6.9,102,19.30,0,0.0,64.7,0.0,0,54.0,18.43,7.91,46440,0.760,23.2,9.18,116.6,-55.6,0.1
"07-01-2018 22:00:00",13.0,20.30,86,1018.3,2.3,3.9,61,18.80,0,0.0,64.7,0.0,0,38.0,18.21,7.90,46550,0.750,14.3,9.15,115.9,-55.1,0.1
"07-01-2018 22:15:00",13.0,20.20,87,1018.5,3.1,4.6,97,18.80,0,0.0,64.7,0.0,0,27.0,18.33,7.91,46620,0.770,66.9,9.14,116.0,-55.3,0.1
"07-01-2018 22:30:00",12.9,20.50,88,1018.5,3.5,5.1,103,19.00,0,0.0,64.7,0.0,0,20.0,18.31,7.90,46650,0.760,13.1,9.14,115.9,-55.3,0.1
"07-01-2018 22:45:00",13.0,20.30,88,1018.7,3.5,5.0,107,19.00,0,0.0,64.7,0.0,0,33.0,18.13,7.90,46770,0.730,14.6,9.08,114.9,-55.2,0.1
"07-01-2018 23:00:00",12.9,20.60,88,1018.8,3.2,4.5,83,19.20,0,0.0,64.7,0.0,0,9.0,17.50,7.90,46720,0.770,14.5,8.99,112.4,-54.6,0.1
"07-01-2018 23:15:00",13.0,20.70,87,1018.8,3.8,5.1,90,19.20,0,0.0,64.7,0.0,0,27.0,17.45,7.90,46790,0.760,15.0,9.04,112.9,-54.6,0.1
"07-01-2018 23:30:00",13.0,20.50,87,1018.8,3.8,5.3,319,19.10,0,0.0,64.7,0.0,0,264.0,17.15,7.89,46750,0.760,15.7,9.00,111.8,-54.2,0.1
"07-01-2018 23:45:00",13.0,20.50,88,1018.8,3.3,4.7,49,19.10,0,0.0,64.7,0.0,0,229.0,17.16,7.89,46790,0.780,14.1,8.99,111.6,-54.1,0.1
"07-02-2018 00:00:00",13.0,19.90,89,1018.8,2.1,3.1,69,18.70,0,0.0,64.7,0.0,0,251.0,17.44,7.89,46720,0.780,14.9,8.99,112.3,-54.2,0.1
"07-02-2018 00:15:00",13.0,19.70,90,1018.8,2.4,3.5,63,18.60,0,0.0,64.7,0.0,0,254.0,17.25,7.89,46800,0.770,13.5,9.01,112.1,-54.1,0.1
"07-02-2018 00:30:00",13.0,19.70,91,1018.9,2.9,4.2,46,18.60,0,0.0,64.7,0.0,0,243.0,17.25,7.89,46740,0.770,13.4,8.97,111.7,-54.3,0.1
"07-02-2018 00:45:00",12.9,19.80,91,1019.0,2.8,4.1,58,18.80,0,0.0,64.7,0.0,0,250.0,17.22,7.89,46750,0.770,12.6,8.96,111.5,-54.2,0.1
"07-02-2018 01:00:00",12.9,19.70,91,1019.1,2.4,4.0,52,18.70,0,0.0,64.7,0.0,0,239.0,17.21,7.89,46720,0.780,11.6,8.93,111.0,-54.1,0.1
"07-02-2018 01:15:00",12.9,19.80,91,1018.9,2.7,4.4,47,18.80,0,0.0,64.7,0.0,0,233.0,17.13,7.89,46720,0.760,12.2,8.94,111.0,-54.1,0.1
"07-02-2018 01:30:00",12.9,19.60,91,1019.0,2.7,4.8,56,18.50,0,0.0,64.7,0.0,0,236.0,17.04,7.89,46760,0.770,11.9,8.86,109.8,-53.9,0.1
"07-02-2018 01:45:00",12.9,19.80,91,1019.1,2.7,4.7,76,18.80,0,0.0,64.7,0.0,0,240.0,16.96,7.88,46780,0.770,11.8,8.84,109.3,-53.6,0.1
"07-02-2018 02:00:00",12.9,19.60,91,1018.9,3.1,4.3,81,18.60,0,0.0,64.7,0.0,0,228.0,16.78,7.88,46800,0.760,12.2,8.79,108.4,-53.7,0.1
"07-02-2018 02:15:00",12.9,19.30,92,1019.0,1.8,2.6,95,18.30,0,0.0,64.7,0.0,0,218.0,16.57,7.86,46840,0.750,12.8,8.57,105.3,-52.5,0.1
"07-02-2018 02:30:00",12.9,19.50,92,1019.1,1.9,2.8,88,18.60,0,0.0,64.7,0.0,0,235.0,16.43,7.86,46920,0.780,11.7,8.54,104.6,-52.5,0.1
"07-02-2018 02:45:00",12.9,19.50,92,1019.1,1.6,2.6,81,18.60,0,0.0,64.7,0.0,0,234.0,16.43,7.86,46800,0.750,11.3,8.54,104.6,-52.4,0.1
"07-02-2018 03:00:00",12.9,19.40,92,1018.7,1.8,2.6,99,18.50,0,0.0,64.7,0.0,0,231.0,16.40,7.86,46880,0.770,10.3,8.49,103.9,-52.2,0.1
"07-02-2018 03:15:00",12.9,19.70,92,1018.6,2.2,3.2,76,18.80,0,0.0,64.7,0.0,0,230.0,16.23,7.86,46860,0.770,9.7,8.56,104.4,-52.4,0.1
"07-02-2018 03:30:00",12.9,19.60,91,1018.7,1.5,2.1,61,18.50,0,0.0,64.7,0.0,0,214.0,16.16,7.86,46990,0.760,9.6,8.57,104.4,-52.4,0.1
"07-02-2018 03:45:00",12.8,19.60,92,1018.8,1.9,2.7,31,18.60,0,0.0,64.7,0.0,0,180.0,17.66,7.88,46730,0.750,9.7,8.80,110.3,-53.8,0.1
"07-02-2018 04:00:00",12.9,19.60,92,1018.9,1.5,2.6,44,18.70,0,0.0,64.7,0.0,0,175.0,17.57,7.89,46620,0.770,10.0,8.84,110.6,-54.0,0.1
"07-02-2018 04:15:00",12.8,19.40,93,1018.9,2.2,3.2,46,18.50,0,0.0,64.7,0.0,0,174.0,17.53,7.88,46570,0.780,9.7,8.85,110.6,-53.9,0.1
"07-02-2018 04:30:00",12.8,19.30,93,1018.8,1.9,2.6,48,18.50,0,0.0,64.7,0.0,0,176.0,17.48,7.88,46610,0.760,9.4,8.83,110.2,-53.9,0.1
"07-02-2018 04:45:00",12.9,19.20,93,1018.9,2.1,3.4,40,18.40,0,0.0,64.7,0.0,0,185.0,17.46,7.89,46630,0.770,10.1,8.80,109.8,-54.0,0.1
"07-02-2018 05:00:00",12.9,19.10,93,1019.0,2.3,3.1,46,18.30,0,0.0,64.7,0.0,1,183.0,17.68,7.88,46680,0.720,10.2,8.79,110.3,-53.8,0.1
"07-02-2018 05:15:00",12.9,19.10,94,1019.2,2.6,3.4,48,18.30,0,0.0,64.7,0.0,4,181.0,17.76,7.88,46650,0.770,9.9,8.71,109.4,-53.6,0.1
"07-02-2018 05:30:00",12.9,19.20,94,1019.3,2.2,3.1,45,18.50,0,0.0,64.7,0.0,16,186.0,17.15,7.87,46710,0.790,5.6,8.58,106.5,-53.0,0.1
"07-02-2018 05:45:00",12.8,19.30,94,1019.5,2.2,3.6,26,18.50,0,0.0,64.7,0.0,37,185.0,17.31,7.87,46750,0.780,9.2,8.59,107.0,-52.9,0.1
"07-02-2018 06:00:00",13.0,19.40,93,1019.6,2.7,3.8,21,18.60,0,0.0,64.7,0.0,68,184.0,17.65,7.88,46700,0.730,8.5,8.67,108.7,-53.4,0.1
"07-02-2018 06:15:00",13.0,19.60,92,1019.6,2.3,3.7,30,18.80,0,0.0,64.7,0.0,117,189.0,17.01,7.87,46740,0.780,9.5,8.67,107.4,-53.0,0.1
"07-02-2018 06:30:00",13.1,19.60,92,1019.8,2.5,3.8,35,18.70,0,0.0,64.7,0.0,153,202.0,17.16,7.87,46690,0.770,9.0,8.63,107.2,-52.8,0.1
"07-02-2018 06:45:00",13.3,19.80,91,1019.8,2.2,3.8,31,18.80,0,0.0,64.7,0.0,208,193.0,16.83,7.86,46840,0.790,10.0,8.59,106.0,-52.5,0.1
"07-02-2018 07:00:00",13.5,19.80,91,1019.7,2.5,3.8,47,18.80,0,0.0,64.7,0.0,246,193.0,16.50,7.86,46890,0.760,10.2,8.55,104.9,-52.2,0.1
"07-02-2018 07:15:00",13.5,19.70,91,1019.7,2.6,3.7,50,18.70,0,0.0,64.7,0.0,292,200.0,16.49,7.86,46980,0.790,9.5,8.58,105.3,-52.3,0.1
"07-02-2018 07:30:00",13.6,19.70,91,1019.8,2.9,4.5,51,18.70,0,0.0,64.7,0.0,335,187.0,16.75,7.86,46940,0.770,7.7,8.57,105.7,-52.2,0.1
"07-02-2018 07:45:00",13.7,19.70,91,1019.9,3.2,4.8,54,18.70,0,0.0,64.7,0.0,376,190.0,16.59,7.86,46860,0.750,8.2,8.63,106.0,-52.6,0.1
"07-02-2018 08:00:00",13.7,19.70,91,1019.9,3.3,5.6,51,18.60,0,0.0,64.7,0.0,417,186.0,16.53,7.87,46880,0.760,8.5,8.63,105.9,-52.7,0.1
"07-02-2018 08:15:00",13.8,19.40,91,1020.1,3.8,5.5,63,18.40,0,0.0,64.7,0.0,444,229.0,16.65,7.87,46900,0.760,8.0,8.61,106.0,-52.6,0.1
"07-02-2018 08:30:00",13.8,19.40,91,1020.2,4.2,6.7,44,18.40,0,0.0,64.7,0.0,450,304.0,17.02,7.87,46760,0.750,6.8,8.60,106.5,-52.8,0.1
"07-02-2018 08:45:00",13.7,19.50,90,1020.2,3.2,5.3,119,18.40,0,0.0,64.7,0.0,490,31.0,16.84,7.87,46820,0.780,6.7,8.61,106.3,-53.1,0.1
"07-02-2018 09:00:00",13.7,19.70,89,1020.2,3.2,5.9,75,18.50,0,0.0,64.7,0.0,526,14.0,16.87,7.87,46880,0.810,5.1,8.66,107.0,-52.9,0.1
"07-02-2018 09:15:00",13.8,19.80,88,1020.3,3.0,4.5,88,18.50,0,0.0,64.7,0.0,559,27.0,16.93,7.87,46840,0.750,6.0,8.73,107.9,-53.1,0.1
"07-02-2018 09:30:00",13.7,19.80,88,1020.5,2.9,5.2,97,18.50,0,0.0,64.7,0.0,596,49.0,17.60,7.88,46480,0.760,5.8,8.88,111.1,-54.0,0.1
"07-02-2018 09:45:00",13.8,19.80,89,1020.6,3.2,5.2,70,18.50,0,0.0,64.7,0.0,634,45.0,17.55,7.89,46410,0.760,6.1,8.94,111.7,-54.2,0.1
"07-02-2018 10:00:00",14.2,20.10,88,1020.5,3.0,5.5,88,18.70,0,0.0,64.7,0.0,672,39.0,17.78,7.88,46070,0.780,6.2,8.87,111.1,-53.8,0.1
