"Time (UTC)",Battery,"Air Temperature","Relative Humidity","Rel. Barometric Pressure","Wind Speed","Max Wind Sp","Wind Direction","Wet Bulb Temperature","Precip Type","Rain Intensity","Total Rain","Interval Rain","Solar Rad",Heading,Temperature,pH,"Sp Cond",Depth,Chlorophyll,DO,DOSat,"pH mV","Internal Bat",Salinity
"06-01-2019 00:00:00",13.2,15.20,77,1009.3,2.3,3.4,103,12.90,0,0.0,26.5,0.0,12,272.0,13.09,8.31,45400,0.660,9.1,10.19,115.8,-62.3,0.0,29.37
"06-01-2019 00:15:00",13.1,14.60,77,1009.5,2.7,4.0,95,12.40,0,0.0,26.5,0.0,3,260.0,13.04,8.30,45410,0.680,9.1,10.21,116.0,-61.6,0.0,29.38
"06-01-2019 00:30:00",13.2,14.30,80,1009.5,3.0,4.0,111,12.40,0,0.0,26.5,0.0,0,257.0,12.97,8.28,45400,0.680,9.5,10.13,114.9,-60.5,0.0,29.37
"06-01-2019 00:45:00",13.2,14.50,78,1009.5,2.8,3.9,102,12.30,0,0.0,26.5,0.0,0,228.0,12.92,8.27,45410,0.660,9.2,10.16,115.2,-59.8,0.0,29.38
"06-01-2019 01:00:00",13.1,15.00,74,1009.6,3.3,4.1,114,12.30,0,0.0,26.5,0.0,0,234.0,12.89,8.27,45520,0.730,9.5,10.15,115.0,-59.6,0.0,29.45
"06-01-2019 01:15:00",13.1,14.50,78,1009.8,2.4,3.8,108,12.30,0,0.0,26.5,0.0,0,215.0,12.86,8.26,45510,0.710,9.5,10.15,115.0,-59.4,0.0,29.45
"06-01-2019 01:30:00",13.1,14.40,79,1010.1,1.9,2.5,125,12.30,0,0.0,26.5,0.0,0,206.0,12.89,8.26,45500,0.690,8.8,10.13,114.8,-59.3,0.0,29.44
"06-01-2019 01:45:00",13.1,14.30,80,1010.1,2.1,2.9,114,12.30,0,0.0,26.5,0.0,0,203.0,12.88,8.26,45520,0.730,12.4,10.13,114.7,-59.0,0.0,29.45
"06-01-2019 02:00:00",13.1,14.60,80,1010.1,2.4,3.6,101,12.60,0,0.0,26.5,0.0,0,206.0,12.83,8.25,45610,0.680,11.5,10.09,114.2,-58.9,0.0,29.52
"06-01-2019 02:15:00",13.1,14.20,83,1010.1,1.9,2.8,117,12.50,0,0.0,26.5,0.0,0,205.0,12.76,8.25,45650,0.690,10.9,10.07,113.8,-58.8,0.0,29.54
"06-01-2019 02:30:00",13.1,13.90,86,1010.1,1.6,2.2,131,12.60,0,0.0,26.5,0.0,0,197.0,12.47,8.25,45710,0.690,11.8,10.07,113.2,-58.5,0.0,29.58
"06-01-2019 02:45:00",13.1,14.10,87,1010.1,1.1,1.6,128,12.80,0,0.0,26.5,0.0,0,198.0,12.54,8.25,45680,0.720,11.7,10.07,113.3,-58.5,0.0,29.55
"06-01-2019 03:00:00",13.1,14.60,86,1010.1,1.2,2.4,119,13.20,0,0.0,26.5,0.0,0,220.0,12.53,8.24,45750,0.700,10.7,10.00,112.5,-58.2,0.0,29.60
"06-01-2019 03:15:00",13.1,14.60,86,1010.0,1.9,2.6,133,13.20,0,0.0,26.5,0.0,0,220.0,12.50,8.24,45750,0.690,11.3,9.98,112.2,-58.1,0.0,29.60
"06-01-2019 03:30:00",13.1,14.50,86,1009.9,2.2,2.8,163,13.10,0,0.0,26.5,0.0,0,209.0,12.47,8.24,45730,0.670,10.1,9.97,112.1,-58.0,0.0,29.59
"06-01-2019 03:45:00",13.1,14.20,87,1009.9,1.8,2.6,157,12.90,0,0.0,26.5,0.0,0,190.0,12.47,8.24,45800,0.720,9.8,9.97,112.0,-57.8,0.0,29.64
"06-01-2019 04:00:00",13.1,14.10,88,1010.0,1.1,1.7,145,13.00,0,0.0,26.5,0.0,0,178.0,13.16,8.26,45220,0.710,7.7,10.13,115.3,-59.2,0.0,29.25
"06-01-2019 04:15:00",13.0,14.20,89,1009.9,1.6,2.0,163,13.10,0,0.0,26.5,0.0,0,176.0,13.02,8.26,45250,0.700,8.3,10.10,114.6,-59.0,0.0,29.26
"06-01-2019 04:30:00",13.1,14.00,89,1010.1,1.2,1.8,210,13.00,0,0.0,26.5,0.0,0,182.0,13.00,8.26,45290,0.700,8.5,10.09,114.4,-59.0,0.0,29.29
"06-01-2019 04:45:00",13.1,14.70,90,1010.0,1.4,2.7,207,13.70,0,0.0,26.5,0.0,0,180.0,13.05,8.26,45170,0.700,8.0,10.03,113.8,-59.0,0.0,29.21
"06-01-2019 05:00:00",13.0,14.50,90,1009.9,1.3,1.7,197,13.50,0,0.0,26.5,0.0,0,183.0,13.01,8.26,45230,0.710,8.9,10.01,113.6,-59.0,0.0,29.25
"06-01-2019 05:15:00",13.1,14.40,91,1009.8,1.2,1.7,188,13.50,0,0.0,26.5,0.0,0,182.0,13.03,8.26,45270,0.680,7.1,10.01,113.7,-59.0,0.0,29.28
"06-01-2019 05:30:00",13.0,14.50,91,1009.8,1.9,2.6,202,13.60,0,0.0,26.5,0.0,0,180.0,12.97,8.25,45280,0.700,9.8,9.99,113.3,-58.9,0.0,29.28
"06-01-2019 05:45:00",13.0,14.10,92,1009.9,1.1,1.4,195,13.40,0,0.0,26.5,0.0,0,181.0,12.98,8.25,45250,0.700,7.7,9.97,113.0,-58.8,0.0,29.26
