"Time (UTC)",Battery,"Air Temperature","Relative Humidity","Rel. Barometric Pressure","Wind Speed","Max Wind Sp","Wind Direction","Wet Bulb Temperature","Precip Type","Rain Intensity","Total Rain","Interval Rain","Solar Rad",Heading,Temperature,pH,"Sp Cond",Depth,Chlorophyll,DO,DOSat,"pH mV","Internal Bat",Salinity
"06-01-2019 06:00:00",13.1,14.20,92,1009.9,1.0,1.8,164,13.40,0,0.0,26.5,0.0,0,188.0,12.93,8.25,45370,0.690,8.4,9.97,112.9,-58.7,0.0,29.35
"06-01-2019 06:15:00",13.1,14.00,92,1010.1,0.9,1.5,128,13.30,0,0.0,26.5,0.0,0,189.0,12.87,8.25,45390,0.710,8.0,9.93,112.4,-58.6,0.0,29.36
"06-01-2019 06:30:00",13.0,14.10,93,1009.9,0.6,1.7,133,13.50,0,0.0,26.5,0.0,0,196.0,12.91,8.25,45360,0.710,8.5,9.91,112.2,-58.8,0.0,29.34
"06-01-2019 06:45:00",13.0,14.30,93,1009.9,2.6,4.1,195,13.70,0,0.0,26.5,0.0,0,184.0,12.86,8.25,45520,0.710,8.1,9.86,111.6,-58.4,0.0,29.46
"06-01-2019 07:00:00",13.0,14.40,94,1010.0,3.5,5.1,204,13.70,0,0.0,26.5,0.0,0,174.0,12.80,8.24,45480,0.680,9.1,9.81,110.9,-58.2,0.0,29.42
"06-01-2019 07:15:00",13.0,14.30,94,1010.0,4.1,5.6,197,13.70,0,0.0,26.5,0.0,0,166.0,12.97,8.24,45390,0.660,8.1,9.80,111.1,-58.1,0.0,29.37
"06-01-2019 07:30:00",13.0,14.40,94,1009.9,3.3,4.5,212,13.80,0,0.0,26.5,0.0,0,174.0,12.87,8.24,45440,0.630,8.2,9.78,110.7,-58.1,0.0,29.40
"06-01-2019 07:45:00",13.0,14.40,94,1010.0,2.2,2.9,217,13.80,0,0.0,26.5,0.0,0,172.0,12.68,8.24,45610,0.670,10.0,9.74,109.9,-57.8,0.0,29.51
"06-01-2019 08:00:00",13.0,14.40,94,1009.9,2.1,3.6,236,13.80,0,0.0,26.5,0.0,0,167.0,12.65,8.24,45620,0.690,8.6,9.70,109.4,-57.8,0.0,29.52
"06-01-2019 08:15:00",13.0,14.10,94,1010.1,1.3,1.8,239,13.50,0,0.0,26.5,0.0,0,16.0,12.43,8.24,45860,0.690,11.4,9.77,109.8,-57.7,0.0,29.68
"06-01-2019 08:30:00",13.0,13.90,95,1010.3,1.7,2.2,266,13.40,0,0.0,26.5,0.0,0,6.0,12.30,8.24,46000,0.700,11.6,9.78,109.7,-57.7,0.0,29.78
"06-01-2019 08:45:00",13.0,13.80,95,1010.5,1.6,2.1,274,13.30,0,0.0,26.5,0.0,0,10.0,12.28,8.24,46040,0.670,9.9,9.79,109.8,-58.0,0.0,29.81
"06-01-2019 09:00:00",13.0,13.80,95,1010.9,1.8,3.5,289,13.30,0,0.0,26.5,0.0,1,78.0,13.21,8.27,44740,0.660,10.5,9.79,111.2,-59.7,0.0,28.91
"06-01-2019 09:15:00",13.0,13.80,95,1011.1,2.5,3.4,292,13.30,0,0.0,26.5,0.0,5,60.0,13.20,8.29,44590,0.690,11.1,9.82,111.5,-60.8,0.0,28.80
"06-01-2019 09:30:00",13.0,13.50,94,1011.4,1.2,1.8,319,13.00,0,0.0,26.5,0.0,15,28.0,13.37,8.29,44160,0.700,10.4,9.87,112.3,-61.0,0.0,28.50
"06-01-2019 09:45:00",13.0,13.70,95,1011.7,1.1,2.0,170,13.20,0,0.0,26.5,0.0,30,38.0,13.43,8.29,44040,0.680,11.1,9.88,112.5,-61.2,0.0,28.41
"06-01-2019 10:00:00",13.1,13.50,95,1012.1,0.9,1.4,352,13.00,0,0.0,26.5,0.0,48,33.0,13.41,8.29,44170,0.700,10.3,9.87,112.3,-61.2,0.0,28.50
"06-01-2019 10:15:00",13.0,13.70,95,1012.6,1.5,2.3,290,13.20,0,0.0,26.5,0.0,52,347.0,13.42,8.29,44040,0.700,7.5,9.81,111.6,-61.2,0.0,28.41
"06-01-2019 10:30:00",13.1,13.60,93,1012.3,1.5,2.5,331,13.00,0,0.0,26.5,0.0,105,310.0,13.37,8.29,44090,0.710,8.6,9.76,110.9,-61.0,0.0,28.44
"06-01-2019 10:45:00",13.2,13.70,93,1012.1,1.4,2.0,319,13.00,0,0.0,26.5,0.0,144,259.0,13.30,8.28,44240,0.710,7.8,9.75,110.8,-60.5,0.0,28.55
"06-01-2019 11:00:00",13.3,13.40,91,1012.4,2.3,3.3,329,12.50,0,0.0,26.5,0.0,184,266.0,13.32,8.28,44200,0.720,9.6,9.77,111.0,-60.4,0.0,28.52
"06-01-2019 11:15:00",13.4,13.70,88,1012.5,2.1,3.2,317,12.50,0,0.0,26.5,0.0,238,236.0,13.35,8.29,44160,0.710,7.3,9.77,111.1,-60.8,0.0,28.50
"06-01-2019 11:30:00",13.5,13.50,87,1012.3,2.7,4.5,350,12.30,0,0.0,26.5,0.0,285,219.0,13.22,8.28,44480,0.700,7.4,9.79,111.2,-60.6,0.0,28.72
"06-01-2019 11:45:00",13.6,13.40,87,1012.6,2.5,3.9,353,12.20,0,0.0,26.5,0.0,344,205.0,13.08,8.29,44950,0.700,5.4,9.83,111.5,-60.8,0.0,29.05
"06-01-2019 12:00:00",13.7,13.60,86,1012.4,2.3,3.6,326,12.20,0,0.0,26.5,0.0,385,187.0,13.12,8.29,44890,0.710,5.8,9.87,112.1,-61.1,0.0,29.01
"06-01-2019 12:15:00",13.7,13.80,84,1012.4,2.3,3.9,344,12.20,0,0.0,26.5,0.0,387,197.0,13.16,8.29,44900,0.750,4.9,9.87,112.1,-61.0,0.0,29.02
"06-01-2019 12:30:00",13.7,13.60,84,1012.2,2.4,3.8,7,12.10,0,0.0,26.5,0.0,419,213.0,13.11,8.29,44920,0.680,5.1,9.93,112.7,-61.1,0.0,29.03
"06-01-2019 12:45:00",13.7,13.10,87,1012.2,3.0,4.7,11,11.90,0,0.0,26.5,0.0,435,206.0,13.07,8.29,44990,0.710,4.6,9.93,112.7,-60.8,0.0,29.08
"06-01-2019 13:00:00",13.8,12.50,90,1012.3,2.8,4.4,32,11.60,0,0.0,26.5,0.0,491,218.0,13.04,8.28,45200,0.690,3.9,9.92,112.5,-60.7,0.0,29.23
"06-01-2019 13:15:00",14.0,12.50,90,1012.6,2.7,4.6,68,11.60,0,0.0,26.5,0.0,574,236.0,13.06,8.28,45140,0.640,4.6,9.91,112.5,-60.3,0.0,29.19
"06-01-2019 13:30:00",14.0,12.60,90,1012.4,2.9,4.7,56,11.70,0,0.0,26.5,0.0,565,226.0,13.08,8.27,45170,0.710,4.4,9.95,113.0,-60.1,0.0,29.21
"06-01-2019 13:45:00",14.0,12.60,90,1012.8,2.6,4.5,34,11.80,0,0.0,26.5,0.0,581,224.0,13.13,8.27,45160,0.750,3.9,9.94,113.0,-59.7,0.0,29.20
"06-01-2019 14:00:00",13.9,12.70,92,1013.0,2.5,4.2,42,12.00,0,0.0,26.5,0.0,481,200.0,12.90,8.28,45350,0.740,4.7,10.01,113.4,-60.4,0.0,29.33
"06-01-2019 14:15:00",13.8,12.60,92,1012.8,3.1,6.0,73,11.90,0,0.0,26.5,0.0,437,196.0,12.77,8.25,45600,0.710,4.8,9.72,109.8,-58.8,0.0,29.51
"06-01-2019 14:30:00",14.0,12.60,93,1012.7,3.0,4.8,100,12.00,0,0.0,26.5,0.0,597,209.0,13.04,8.26,45450,0.720,3.7,9.73,110.5,-59.2,0.0,29.41
"06-01-2019 14:45:00",14.0,12.60,94,1012.7,3.2,5.6,109,12.00,0,0.0,26.5,0.0,564,213.0,13.03,8.27,45480,0.680,3.7,9.80,111.4,-59.6,0.0,29.43
"06-01-2019 15:00:00",14.1,12.50,93,1012.7,3.4,5.3,88,11.90,0,0.0,26.5,0.0,608,223.0,12.71,8.27,45820,0.750,5.0,9.86,111.4,-60.0,0.0,29.67
"06-01-2019 15:15:00",14.5,12.50,94,1012.6,3.3,4.9,106,11.90,0,0.0,26.5,0.0,839,265.0,12.75,8.28,45770,0.690,4.1,9.84,111.3,-60.2,0.0,29.63
"06-01-2019 15:30:00",14.6,12.50,93,1012.5,2.4,4.1,85,11.90,0,0.0,26.5,0.0,838,266.0,12.76,8.25,45700,0.690,3.6,9.87,111.6,-58.8,0.0,29.58
"06-01-2019 15:45:00",14.6,12.20,93,1012.9,1.8,3.5,70,11.60,0,0.0,26.5,0.0,815,253.0,12.75,8.25,45750,0.670,3.8,9.92,112.1,-58.6,0.0,29.62
"06-01-2019 16:00:00",14.5,12.50,93,1012.7,2.1,4.0,22,11.90,0,0.0,26.5,0.0,912,258.0,12.75,8.26,45850,0.760,3.6,9.93,112.4,-59.0,0.0,29.69
"06-01-2019 16:15:00",14.4,12.50,94,1012.4,2.6,4.9,24,11.90,0,0.0,26.5,0.0,733,252.0,12.77,8.27,45860,0.690,4.1,9.91,112.2,-59.9,0.0,29.69
"06-01-2019 16:30:00",14.7,12.70,94,1012.3,2.4,5.3,22,12.10,0,0.0,26.5,0.0,948,186.0,13.36,8.27,45570,0.730,2.4,10.00,114.5,-59.9,0.0,29.50
"06-01-2019 16:45:00",14.5,12.80,94,1012.1,2.7,4.3,46,12.20,0,0.0,26.5,0.0,872,183.0,13.26,8.28,45520,0.730,2.9,10.04,114.7,-60.5,0.0,29.47
"06-01-2019 17:00:00",14.7,12.80,94,1012.0,4.0,5.9,25,12.20,0,0.0,26.5,0.0,945,189.0,13.54,8.28,45400,0.720,3.0,10.01,114.9,-60.6,0.0,29.39
"06-01-2019 17:15:00",14.7,13.00,93,1011.6,4.2,5.8,32,12.40,0,0.0,26.5,0.0,866,193.0,13.56,8.28,45310,0.720,3.1,9.97,114.4,-60.5,0.1,29.32
"06-01-2019 17:30:00",14.0,13.50,92,1011.6,3.9,5.4,29,12.70,0,0.0,26.5,0.0,818,191.0,13.78,8.28,45290,0.700,2.8,9.99,115.2,-60.7,0.0,29.32
"06-01-2019 17:45:00",14.1,13.70,90,1011.6,3.1,5.2,56,12.80,0,0.0,26.5,0.0,743,194.0,13.06,8.29,45610,0.720,3.2,10.07,114.6,-61.0,0.0,29.53
"06-01-2019 18:00:00",14.1,12.90,93,1011.4,4.5,6.6,87,12.30,0,0.0,26.5,0.0,794,190.0,13.13,8.29,45660,0.670,3.6,10.06,114.6,-61.0,0.0,29.57
"06-01-2019 18:15:00",14.1,12.60,94,1011.5,4.4,7.3,120,12.00,0,0.0,26.5,0.0,661,274.0,13.18,8.29,45710,0.710,4.1,10.03,114.4,-61.1,0.0,29.60
"06-01-2019 18:30:00",13.9,12.60,94,1011.4,3.6,6.8,81,12.10,0,0.0,26.5,0.0,772,276.0,13.03,8.30,45780,0.680,3.5,10.04,114.3,-61.3,0.0,29.65
"06-01-2019 18:45:00",13.9,12.70,94,1011.4,3.6,5.7,82,12.10,0,0.0,26.5,0.0,692,338.0,13.10,8.30,45790,0.690,4.4,10.07,114.7,-61.4,0.0,29.66
"06-01-2019 19:00:00",14.1,12.50,94,1011.6,3.8,6.6,91,11.90,0,0.0,26.5,0.0,461,355.0,13.16,8.29,45760,0.700,4.3,10.00,114.1,-61.1,0.0,29.64
"06-01-2019 19:15:00",14.1,12.50,94,1011.6,4.0,7.1,123,12.00,0,0.0,26.5,0.0,348,34.0,13.10,8.29,45790,0.680,5.0,10.05,114.5,-61.1,0.0,29.66
"06-01-2019 19:30:00",14.1,12.40,94,1011.4,4.8,7.5,90,11.90,0,0.0,26.5,0.0,326,9.0,13.09,8.29,45850,0.690,5.4,10.04,114.4,-61.0,0.0,29.70
"06-01-2019 19:45:00",13.7,12.50,95,1011.5,4.9,7.9,106,12.00,0,0.0,26.5,0.0,252,29.0,12.99,8.29,45780,0.700,5.9,10.09,114.7,-60.8,0.1,29.65
"06-01-2019 20:00:00",13.7,12.20,95,1011.3,5.4,8.8,105,11.70,0,0.0,26.5,0.0,251,27.0,12.84,8.29,45790,0.670,6.2,10.11,114.6,-60.6,0.0,29.65
"06-01-2019 20:15:00",13.4,12.20,95,1011.3,4.8,8.6,90,11.70,0,0.0,26.5,0.0,103,11.0,12.72,8.28,45920,0.730,6.7,10.10,114.2,-60.6,0.0,29.74
"06-01-2019 20:30:00",13.4,12.20,95,1011.4,4.8,8.7,102,11.80,0,0.0,26.5,0.0,130,25.0,12.66,8.28,45880,0.720,8.0,10.07,113.7,-60.3,0.1,29.70
"06-01-2019 20:45:00",13.4,12.30,95,1011.2,3.4,6.1,101,11.90,0,0.0,26.5,0.0,210,30.0,12.67,8.28,45860,0.730,8.2,10.06,113.6,-60.4,0.0,29.69
"06-01-2019 21:00:00",13.5,12.40,95,1011.1,3.6,6.9,107,12.00,0,0.0,26.5,0.0,217,47.0,13.54,8.27,45520,0.680,7.8,9.99,114.8,-60.0,0.0,29.47
"06-01-2019 21:15:00",13.4,12.40,95,1011.2,3.4,6.5,96,12.00,0,0.0,26.5,0.0,121,30.0,13.69,8.28,45480,0.660,9.8,9.97,114.8,-60.3,0.0,29.45
"06-01-2019 21:30:00",13.5,12.50,95,1010.8,4.3,6.9,112,12.10,0,0.0,26.5,0.0,234,41.0,13.66,8.28,45270,0.710,6.4,10.00,115.0,-60.4,0.0,29.30
"06-01-2019 21:45:00",13.4,12.50,95,1010.7,3.2,5.8,79,12.10,0,0.0,26.5,0.0,133,52.0,13.71,8.28,45050,0.700,8.1,10.02,115.2,-60.5,0.0,29.14
"06-01-2019 22:00:00",13.3,12.40,95,1010.9,2.5,4.6,83,12.00,0,0.0,26.5,0.0,148,57.0,13.74,8.28,45060,0.670,7.9,9.98,114.8,-60.7,0.0,29.15
"06-01-2019 22:15:00",13.3,12.30,95,1011.0,2.8,4.4,80,11.90,0,0.0,26.5,0.0,110,75.0,13.52,8.28,45400,0.690,7.1,9.98,114.6,-60.6,0.0,29.39
"06-01-2019 22:30:00",13.2,12.30,95,1010.7,2.7,5.4,44,11.90,0,0.0,26.5,0.0,102,355.0,13.69,8.29,45220,0.680,8.4,9.96,114.5,-61.1,0.0,29.26
"06-01-2019 22:45:00",13.2,12.20,96,1010.7,3.2,5.4,60,11.80,0,0.0,26.5,0.0,74,299.0,13.60,8.29,45230,0.700,10.1,9.97,114.5,-61.0,0.0,29.27
"06-01-2019 23:00:00",13.2,12.20,96,1010.8,3.4,5.5,62,11.80,0,0.0,26.5,0.0,51,275.0,13.41,8.28,45450,0.650,6.9,10.01,114.6,-60.8,0.0,29.42
"06-01-2019 23:15:00",13.1,12.20,96,1010.8,3.3,5.3,76,11.80,0,0.0,26.5,0.0,33,294.0,13.49,8.28,45420,0.720,7.1,9.97,114.4,-60.7,0.0,29.40
"06-01-2019 23:30:00",13.1,12.10,96,1010.8,3.7,6.1,62,11.70,0,0.0,26.5,0.0,17,271.0,13.45,8.28,45360,0.660,7.7,9.97,114.2,-60.4,0.0,29.36
"06-01-2019 23:45:00",13.1,12.00,96,1010.8,3.7,5.7,51,11.60,0,0.0,26.5,0.0,10,256.0,13.43,8.28,45470,0.700,9.3,9.99,114.5,-60.5,0.0,29.44
"06-02-2019 00:00:00",13.1,11.80,96,1010.8,3.5,5.7,57,11.50,0,0.0,26.5,0.0,5,256.0,13.34,8.27,45490,0.710,7.9,9.94,113.7,-60.1,0.0,29.45
"06-02-2019 00:15:00",13.1,11.80,96,1010.8,3.3,5.7,53,11.40,0,0.0,26.5,0.0,1,240.0,13.23,8.26,45610,0.710,10.2,9.94,113.4,-59.5,0.0,29.53
"06-02-2019 00:30:00",13.1,11.80,96,1011.1,3.0,5.3,47,11.40,0,0.0,26.5,0.0,0,228.0,13.22,8.26,45530,0.690,10.0,9.93,113.3,-59.0,0.0,29.48
"06-02-2019 00:45:00",13.1,11.80,96,1011.0,3.1,5.4,53,11.40,0,0.0,26.5,0.0,0,222.0,13.14,8.25,45680,0.730,8.8,9.91,112.9,-58.7,0.0,29.58
"06-02-2019 01:00:00",13.1,11.70,96,1011.0,3.6,5.6,57,11.30,0,0.0,26.5,0.0,0,223.0,13.07,8.25,45720,0.660,8.9,9.90,112.7,-58.5,0.0,29.60
"06-02-2019 01:15:00",13.1,11.70,96,1011.3,3.2,5.6,36,11.30,0,0.0,26.5,0.0,0,215.0,13.02,8.25,45780,0.690,9.9,9.87,112.3,-58.4,0.0,29.64
"06-02-2019 01:30:00",13.1,11.50,96,1011.3,3.1,4.9,38,11.20,0,0.0,26.5,0.0,0,210.0,12.96,8.24,45770,0.710,8.4,9.81,111.5,-58.1,0.0,29.64
"06-02-2019 01:45:00",13.1,11.50,96,1011.2,3.2,5.1,58,11.10,0,0.0,26.5,0.0,0,226.0,12.94,8.24,45750,0.710,11.2,9.80,111.2,-58.0,0.0,29.62
"06-02-2019 02:00:00",13.1,11.50,96,1011.5,2.2,3.6,68,11.20,0,0.0,26.5,0.0,0,221.0,12.93,8.24,45820,0.720,7.7,9.78,111.1,-57.9,0.0,29.67
"06-02-2019 02:15:00",13.1,11.30,96,1011.5,2.7,4.8,76,11.00,0,0.0,26.5,0.0,0,233.0,12.92,8.24,45820,0.690,8.9,9.78,111.0,-57.8,0.0,29.67
"06-02-2019 02:30:00",13.1,11.30,96,1011.4,2.0,4.1,52,11.00,0,0.0,26.5,0.0,0,216.0,12.89,8.24,45750,0.710,9.8,9.77,110.8,-57.8,0.0,29.62
"06-02-2019 02:45:00",13.1,11.40,96,1011.0,2.6,4.2,55,11.10,0,0.0,26.5,0.0,0,222.0,12.88,8.23,45770,0.690,10.2,9.78,110.9,-57.6,0.0,29.63
"06-02-2019 03:00:00",13.0,11.60,97,1011.1,2.1,3.8,95,11.30,0,0.0,26.5,0.0,0,216.0,12.85,8.23,45780,0.710,10.2,9.77,110.7,-57.6,0.0,29.64
"06-02-2019 03:15:00",13.1,11.70,97,1010.9,2.1,3.5,42,11.40,0,0.0,26.5,0.0,0,220.0,12.81,8.23,45820,0.710,9.1,9.75,110.5,-57.6,0.0,29.67
"06-02-2019 03:30:00",13.0,11.70,97,1011.2,2.4,3.7,28,11.40,0,0.0,26.5,0.0,0,206.0,12.74,8.23,45930,0.710,10.8,9.72,110.0,-57.4,0.0,29.75
"06-02-2019 03:45:00",13.0,11.70,97,1011.2,2.0,3.3,38,11.40,0,0.0,26.5,0.0,0,191.0,12.72,8.23,45930,0.720,8.7,9.70,109.6,-57.4,0.0,29.74
"06-02-2019 04:00:00",13.0,11.70,97,1010.9,2.0,3.4,25,11.40,0,0.0,26.5,0.0,0,195.0,12.70,8.23,45860,0.700,11.8,9.73,110.0,-57.3,0.0,29.69
"06-02-2019 04:15:00",13.0,11.70,97,1010.9,1.9,2.9,21,11.40,0,0.0,26.5,0.0,0,193.0,12.70,8.23,46000,0.700,8.7,9.70,109.7,-57.2,0.0,29.79
"06-02-2019 04:30:00",13.0,11.60,97,1010.9,2.0,3.3,19,11.40,0,0.0,26.5,0.0,0,180.0,12.81,8.23,45860,0.700,8.6,9.74,110.3,-57.6,0.0,29.69
"06-02-2019 04:45:00",13.0,11.60,97,1010.7,2.2,4.0,32,11.40,0,0.0,26.5,0.0,0,185.0,12.81,8.23,45910,0.690,8.5,9.71,110.0,-57.5,0.0,29.73
"06-02-2019 05:00:00",13.0,11.60,97,1010.7,2.0,3.3,25,11.30,0,0.0,26.5,0.0,0,183.0,12.78,8.23,45870,0.710,8.1,9.67,109.5,-57.6,0.0,29.70
"06-02-2019 05:15:00",13.0,11.50,97,1010.7,2.2,3.6,29,11.30,0,0.0,26.5,0.0,0,183.0,12.88,8.24,45770,0.690,8.4,9.72,110.3,-58.0,0.0,29.63
"06-02-2019 05:30:00",13.0,11.50,97,1010.6,2.5,3.7,31,11.30,0,0.0,26.5,0.0,0,183.0,12.85,8.23,45770,0.710,8.5,9.74,110.4,-57.8,0.0,29.63
"06-02-2019 05:45:00",13.0,11.50,97,1010.5,2.1,3.5,43,11.30,0,0.0,26.5,0.0,0,191.0,12.90,8.24,45720,0.710,8.9,9.71,110.1,-57.8,0.0,29.60
"06-02-2019 06:00:00",13.0,11.50,97,1010.2,2.3,3.7,46,11.30,0,0.0,26.5,0.0,0,183.0,12.96,8.23,45720,0.700,9.6,9.72,110.4,-57.5,0.0,29.60
"06-02-2019 06:15:00",13.0,11.40,97,1010.1,1.9,3.2,48,11.20,0,0.0,26.5,0.0,0,183.0,13.04,8.23,45610,0.670,9.2,9.74,110.8,-57.6,0.0,29.52
"06-02-2019 06:30:00",13.0,11.40,97,1009.8,2.3,3.7,44,11.20,0,0.0,26.5,0.0,0,190.0,12.99,8.23,45670,0.690,7.2,9.69,110.1,-57.5,0.0,29.57
"06-02-2019 06:45:00",13.0,11.30,97,1009.7,2.5,3.9,41,11.10,0,0.0,26.5,0.0,0,190.0,12.95,8.23,45760,0.690,7.8,9.64,109.5,-57.5,0.0,29.63
"06-02-2019 07:00:00",13.0,11.20,97,1009.8,2.2,4.3,50,10.90,0,0.0,26.5,0.0,0,200.0,13.00,8.23,45710,0.690,7.6,9.60,109.1,-57.5,0.0,29.60
"06-02-2019 07:15:00",13.0,11.20,97,1009.8,2.1,3.9,37,10.90,0,0.0,26.5,0.0,0,203.0,12.99,8.23,45780,0.680,6.6,9.58,108.9,-57.5,0.0,29.64
"06-02-2019 07:30:00",13.0,11.20,97,1009.7,1.8,3.4,47,10.90,0,0.0,26.5,0.0,0,204.0,12.95,8.23,45730,0.670,5.1,9.50,107.9,-57.4,0.0,29.61
"06-02-2019 07:45:00",12.9,11.10,97,1009.6,2.3,3.9,45,10.80,0,0.0,26.5,0.0,0,225.0,12.95,8.23,45750,0.680,6.4,9.42,107.0,-57.6,0.0,29.62
"06-02-2019 08:00:00",13.0,11.20,97,1009.4,2.1,3.5,48,10.90,0,0.0,26.5,0.0,0,239.0,12.95,8.24,45720,0.670,5.0,9.30,105.6,-57.9,0.0,29.60
"06-02-2019 08:15:00",12.9,11.10,97,1009.3,2.5,4.4,52,10.80,0,0.0,26.5,0.0,0,277.0,12.93,8.25,45770,0.680,4.4,9.00,102.2,-58.8,0.0,29.63
"06-02-2019 08:30:00",12.9,11.00,97,1009.1,2.3,4.6,92,10.70,0,0.0,26.5,0.0,0,354.0,12.81,8.26,45890,0.680,7.0,8.84,100.1,-59.2,0.0,29.72
"06-02-2019 08:45:00",13.0,11.00,97,1008.9,2.4,4.3,72,10.70,0,0.0,26.5,0.0,0,8.0,12.74,8.23,45900,0.650,6.7,9.35,105.8,-57.5,0.0,29.72
