"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2021/12/04","11:54","1.059","-","0.97"
"2021/12/04","12:00","1.007","-","0.87"
"2021/12/04","12:06","0.952","-","0.81"
"2021/12/04","12:12","0.896","-","0.76"
"2021/12/04","12:18","0.839","-","0.67"
"2021/12/04","12:24","0.78","-","0.6"
"2021/12/04","12:30","0.72","-","0.51"
"2021/12/04","12:36","0.658","-","0.41"
"2021/12/04","12:42","0.596","-","0.39"
"2021/12/04","12:48","0.534","-","0.38"
"2021/12/04","12:54","0.471","-","0.31"
"2021/12/04","13:00","0.408","-","0.23"
"2021/12/04","13:06","0.346","-","0.16"
"2021/12/04","13:12","0.285","-","0.15"
"2021/12/04","13:18","0.224","-","0.13"
"2021/12/04","13:24","0.165","-","0.1"
"2021/12/04","13:30","0.108","-","0.04"
"2021/12/04","13:36","0.052","-","-0.04"
"2021/12/04","13:42","-0.002","-","-0.11"
"2021/12/04","13:48","-0.053","-","-0.18"
"2021/12/04","13:54","-0.102","-","-0.24"
"2021/12/04","14:00","-0.148","-","-0.3"
"2021/12/04","14:06","-0.192","-","-0.35"
"2021/12/04","14:12","-0.233","-","-0.41"
"2021/12/04","14:18","-0.27","-","-0.42"
"2021/12/04","14:24","-0.305","-","-0.45"
"2021/12/04","14:30","-0.337","-","-0.51"
"2021/12/04","14:36","-0.365","-","-0.59"
"2021/12/04","14:42","-0.39","-","-0.62"
"2021/12/04","14:48","-0.412","-","-0.63"
"2021/12/04","14:54","-0.43","-","-0.64"
"2021/12/04","15:00","-0.445","-","-0.65"
"2021/12/04","15:06","-0.456","-","-0.64"
"2021/12/04","15:12","-0.464","-","-0.66"
"2021/12/04","15:18","-0.468","-","-0.67"
"2021/12/04","15:24","-0.468","-","-0.63"
"2021/12/04","15:30","-0.464","-","-0.63"
"2021/12/04","15:36","-0.456","-","-0.62"
"2021/12/04","15:42","-0.444","-","-0.58"
"2021/12/04","15:48","-0.428","-","-0.51"
"2021/12/04","15:54","-0.408","-","-0.49"
"2021/12/04","16:00","-0.383","-","-0.47"
"2021/12/04","16:06","-0.354","-","-0.41"
"2021/12/04","16:12","-0.321","-","-0.35"
"2021/12/04","16:18","-0.284","-","-0.3"
"2021/12/04","16:24","-0.243","-","-0.25"
"2021/12/04","16:30","-0.197","-","-0.16"
"2021/12/04","16:36","-0.147","-","-0.08"
"2021/12/04","16:42","-0.094","-","0.01"
"2021/12/04","16:48","-0.037","-","0.09"
"2021/12/04","16:54","0.024","-","0.18"
"2021/12/04","17:00","0.088","-","0.27"
"2021/12/04","17:06","0.156","-","0.38"
"2021/12/04","17:12","0.226","-","0.44"
"2021/12/04","17:18","0.298","-","0.47"
"2021/12/04","17:24","0.373","-","0.58"
"2021/12/04","17:30","0.45","-","0.69"
"2021/12/04","17:36","0.529","-","0.78"
"2021/12/04","17:42","0.608","-","0.86"
"2021/12/04","17:48","0.689","-","0.95"
"2021/12/04","17:54","0.77","-","1.06"
"2021/12/04","18:00","0.851","-","1.17"
"2021/12/04","18:06","0.931","-","1.24"
"2021/12/04","18:12","1.012","-","1.35"
"2021/12/04","18:18","1.091","-","1.48"
"2021/12/04","18:24","1.168","-","1.56"
"2021/12/04","18:30","1.244","-","1.61"
"2021/12/04","18:36","1.318","-","1.69"
"2021/12/04","18:42","1.388","-","1.81"
"2021/12/04","18:48","1.456","-","1.9"
"2021/12/04","18:54","1.521","-","1.93"
"2021/12/04","19:00","1.582","-","1.97"
"2021/12/04","19:06","1.639","-","2.03"
"2021/12/04","19:12","1.691","-","2.02"
"2021/12/04","19:18","1.739","-","2.04"
"2021/12/04","19:24","1.781","-","2.11"
"2021/12/04","19:30","1.818","-","2.11"
"2021/12/04","19:36","1.85","-","2.11"
"2021/12/04","19:42","1.876","-","2.17"
"2021/12/04","19:48","1.896","-","2.18"
"2021/12/04","19:54","1.909","-","2.13"
"2021/12/04","20:00","1.916","-","2.12"
"2021/12/04","20:06","1.917","-","2.1"
"2021/12/04","20:12","1.912","-","2.06"
"2021/12/04","20:18","1.901","-","2.07"
"2021/12/04","20:24","1.883","-","2.01"
"2021/12/04","20:30","1.859","-","1.96"
"2021/12/04","20:36","1.83","-","1.99"
"2021/12/04","20:42","1.795","-","1.93"
"2021/12/04","20:48","1.755","-","1.86"
"2021/12/04","20:54","1.71","-","1.83"
"2021/12/04","21:00","1.662","-","1.79"
"2021/12/04","21:06","1.609","-","1.71"
"2021/12/04","21:12","1.553","-","1.64"
"2021/12/04","21:18","1.495","-","1.64"
"2021/12/04","21:24","1.435","-","1.56"
"2021/12/04","21:30","1.373","-","1.48"
"2021/12/04","21:36","1.311","-","1.44"
"2021/12/04","21:42","1.248","-","1.38"
"2021/12/04","21:48","1.186","-","1.33"
"2021/12/04","21:54","1.125","-","1.26"
"2021/12/04","22:00","1.065","-","1.19"
"2021/12/04","22:06","1.007","-","1.14"
"2021/12/04","22:12","0.951","-","1.09"
"2021/12/04","22:18","0.898","-","1.04"
"2021/12/04","22:24","0.848","-","1"
"2021/12/04","22:30","0.8","-","0.96"
"2021/12/04","22:36","0.756","-","0.9"
"2021/12/04","22:42","0.715","-","0.83"
"2021/12/04","22:48","0.677","-","0.83"
"2021/12/04","22:54","0.642","-","0.87"
"2021/12/04","23:00","0.61","-","0.85"
"2021/12/04","23:06","0.581","-","0.83"
"2021/12/04","23:12","0.554","-","0.85"
"2021/12/04","23:18","0.529","-","0.86"
"2021/12/04","23:24","0.506","-","0.9"
"2021/12/04","23:30","0.484","-","0.9"
"2021/12/04","23:36","0.464","-","0.89"
"2021/12/04","23:42","0.444","-","0.9"
"2021/12/04","23:48","0.424","-","0.89"
"2021/12/04","23:54","0.404","-","0.83"
"2021/12/05","00:00","0.384","-","0.82"
"2021/12/05","00:06","0.363","-","0.8"
"2021/12/05","00:12","0.342","-","0.76"
"2021/12/05","00:18","0.32","-","0.7"
"2021/12/05","00:24","0.297","-","0.67"
"2021/12/05","00:30","0.272","-","0.62"
"2021/12/05","00:36","0.246","-","0.55"
"2021/12/05","00:42","0.22","-","0.51"
"2021/12/05","00:48","0.192","-","0.46"
"2021/12/05","00:54","0.164","-","0.35"
"2021/12/05","01:00","0.135","-","0.25"
"2021/12/05","01:06","0.105","-","0.21"
"2021/12/05","01:12","0.075","-","0.17"
"2021/12/05","01:18","0.045","-","0.12"
"2021/12/05","01:24","0.016","-","0.06"
"2021/12/05","01:30","-0.014","-","0.02"
"2021/12/05","01:36","-0.042","-","-0.01"
"2021/12/05","01:42","-0.069","-","-0.05"
"2021/12/05","01:48","-0.095","-","-0.07"
"2021/12/05","01:54","-0.119","-","-0.11"
"2021/12/05","02:00","-0.141","-","-0.13"
"2021/12/05","02:06","-0.162","-","-0.14"
"2021/12/05","02:12","-0.18","-","-0.18"
"2021/12/05","02:18","-0.196","-","-0.2"
"2021/12/05","02:24","-0.209","-","-0.21"
"2021/12/05","02:30","-0.22","-","-0.22"
"2021/12/05","02:36","-0.229","-","-0.25"
"2021/12/05","02:42","-0.234","-","-0.29"
"2021/12/05","02:48","-0.237","-","-0.28"
"2021/12/05","02:54","-0.237","-","-0.29"
"2021/12/05","03:00","-0.234","-","-0.3"
"2021/12/05","03:06","-0.228","-","-0.32"
"2021/12/05","03:12","-0.22","-","-0.32"
"2021/12/05","03:18","-0.208","-","-0.32"
"2021/12/05","03:24","-0.193","-","-0.32"
"2021/12/05","03:30","-0.176","-","-0.36"
"2021/12/05","03:36","-0.155","-","-0.35"
"2021/12/05","03:42","-0.131","-","-0.32"
"2021/12/05","03:48","-0.104","-","-0.31"
"2021/12/05","03:54","-0.074","-","-0.32"
"2021/12/05","04:00","-0.04","-","-0.3"
"2021/12/05","04:06","-0.003","-","-0.19"
"2021/12/05","04:12","0.037","-","-0.15"
"2021/12/05","04:18","0.081","-","-0.18"
"2021/12/05","04:24","0.129","-","-0.11"
"2021/12/05","04:30","0.18","-","-0.03"
"2021/12/05","04:36","0.234","-","0.02"
"2021/12/05","04:42","0.292","-","0.13"
"2021/12/05","04:48","0.354","-","0.22"
"2021/12/05","04:54","0.418","-","0.3"
"2021/12/05","05:00","0.487","-","0.36"
"2021/12/05","05:06","0.558","-","0.52"
"2021/12/05","05:12","0.633","-","0.6"
"2021/12/05","05:18","0.711","-","0.64"
"2021/12/05","05:24","0.792","-","0.74"
"2021/12/05","05:30","0.875","-","0.84"
"2021/12/05","05:36","0.96","-","0.88"
"2021/12/05","05:42","1.048","-","0.94"
"2021/12/05","05:48","1.138","-","1.06"
"2021/12/05","05:54","1.229","-","1.14"
"2021/12/05","06:00","1.322","-","1.22"
"2021/12/05","06:06","1.415","-","1.36"
"2021/12/05","06:12","1.51","-","1.46"
"2021/12/05","06:18","1.604","-","1.56"
"2021/12/05","06:24","1.698","-","1.68"
"2021/12/05","06:30","1.793","-","1.74"
"2021/12/05","06:36","1.886","-","1.88"
"2021/12/05","06:42","1.978","-","2.03"
"2021/12/05","06:48","2.068","-","2.17"
"2021/12/05","06:54","2.157","-","2.28"
"2021/12/05","07:00","2.243","-","2.43"
"2021/12/05","07:06","2.327","-","2.53"
"2021/12/05","07:12","2.408","-","2.58"
"2021/12/05","07:18","2.485","-","2.71"
"2021/12/05","07:24","2.558","-","2.85"
"2021/12/05","07:30","2.627","-","2.89"
"2021/12/05","07:36","2.692","-","2.98"
"2021/12/05","07:42","2.752","-","3.08"
"2021/12/05","07:48","2.806","-","3.12"
"2021/12/05","07:54","2.855","-","3.14"
"2021/12/05","08:00","2.898","-","3.16"
"2021/12/05","08:06","2.935","-","3.19"
"2021/12/05","08:12","2.966","-","3.24"
"2021/12/05","08:18","2.991","-","3.24"
"2021/12/05","08:24","3.008","-","3.21"
"2021/12/05","08:30","3.019","-","3.23"
"2021/12/05","08:36","3.024","-","3.24"
"2021/12/05","08:42","3.021","-","3.27"
"2021/12/05","08:48","3.012","-","3.24"
"2021/12/05","08:54","2.997","-","3.18"
"2021/12/05","09:00","2.975","-","3.18"
"2021/12/05","09:06","2.947","-","3.14"
"2021/12/05","09:12","2.913","-","3.09"
"2021/12/05","09:18","2.875","-","3.08"
"2021/12/05","09:24","2.831","-","2.99"
"2021/12/05","09:30","2.783","-","2.9"
"2021/12/05","09:36","2.731","-","2.85"
"2021/12/05","09:42","2.676","-","2.77"
"2021/12/05","09:48","2.618","-","2.66"
"2021/12/05","09:54","2.557","-","2.6"
"2021/12/05","10:00","2.496","-","2.55"
"2021/12/05","10:06","2.433","-","2.44"
"2021/12/05","10:12","2.37","-","2.35"
"2021/12/05","10:18","2.306","-","2.29"
"2021/12/05","10:24","2.244","-","2.19"
"2021/12/05","10:30","2.182","-","2.14"
"2021/12/05","10:36","2.122","-","2.1"
"2021/12/05","10:42","2.063","-","2"
"2021/12/05","10:48","2.006","-","1.9"
"2021/12/05","10:54","1.952","-","1.88"
"2021/12/05","11:00","1.899","-","1.83"
"2021/12/05","11:06","1.849","-","1.78"
"2021/12/05","11:12","1.8","-","1.74"
"2021/12/05","11:18","1.754","-","1.74"
"2021/12/05","11:24","1.71","-","1.68"
"2021/12/05","11:30","1.667","-","1.66"
"2021/12/05","11:36","1.626","-","1.7"
"2021/12/05","11:42","1.585","-","1.74"
"2021/12/05","11:48","1.545","-","1.74"
"2021/12/05","11:54","1.506","-","1.72"
"2021/12/05","12:00","1.466","-","1.7"
"2021/12/05","12:06","1.426","-","1.68"
"2021/12/05","12:12","1.385","-","1.63"
"2021/12/05","12:18","1.343","-","1.58"
"2021/12/05","12:24","1.299","-","1.51"
"2021/12/05","12:30","1.254","-","1.45"
"2021/12/05","12:36","1.207","-","1.4"
"2021/12/05","12:42","1.158","-","1.34"
"2021/12/05","12:48","1.107","-","1.25"
"2021/12/05","12:54","1.054","-","1.17"
"2021/12/05","13:00","0.999","-","1.09"
"2021/12/05","13:06","0.941","-","1.02"
"2021/12/05","13:12","0.882","-","0.96"
"2021/12/05","13:18","0.821","-","0.89"
"2021/12/05","13:24","0.758","-","0.82"
"2021/12/05","13:30","0.695","-","0.77"
"2021/12/05","13:36","0.63","-","0.73"
"2021/12/05","13:42","0.565","-","0.69"
"2021/12/05","13:48","0.5","-","0.64"
"2021/12/05","13:54","0.435","-","0.58"
"2021/12/05","14:00","0.37","-","0.51"
"2021/12/05","14:06","0.306","-","0.44"
"2021/12/05","14:12","0.243","-","0.4"
"2021/12/05","14:18","0.181","-","0.32"
"2021/12/05","14:24","0.122","-","0.24"
"2021/12/05","14:30","0.064","-","0.18"
"2021/12/05","14:36","0.008","-","0.1"
"2021/12/05","14:42","-0.045","-","0.02"
"2021/12/05","14:48","-0.095","-","-0.02"
"2021/12/05","14:54","-0.143","-","-0.06"
"2021/12/05","15:00","-0.188","-","-0.07"
"2021/12/05","15:06","-0.23","-","-0.14"
"2021/12/05","15:12","-0.268","-","-0.18"
"2021/12/05","15:18","-0.304","-","-0.2"
"2021/12/05","15:24","-0.336","-","-0.22"
"2021/12/05","15:30","-0.365","-","-0.25"
"2021/12/05","15:36","-0.39","-","-0.31"
"2021/12/05","15:42","-0.412","-","-0.36"
"2021/12/05","15:48","-0.43","-","-0.35"
"2021/12/05","15:54","-0.445","-","-0.34"
"2021/12/05","16:00","-0.456","-","-0.38"
"2021/12/05","16:06","-0.463","-","-0.41"
"2021/12/05","16:12","-0.467","-","-0.42"
"2021/12/05","16:18","-0.467","-","-0.4"
"2021/12/05","16:24","-0.463","-","-0.41"
"2021/12/05","16:30","-0.455","-","-0.39"
"2021/12/05","16:36","-0.443","-","-0.34"
"2021/12/05","16:42","-0.427","-","-0.36"
"2021/12/05","16:48","-0.406","-","-0.36"
"2021/12/05","16:54","-0.382","-","-0.31"
"2021/12/05","17:00","-0.353","-","-0.26"
"2021/12/05","17:06","-0.321","-","-0.24"
"2021/12/05","17:12","-0.284","-","-0.25"
"2021/12/05","17:18","-0.243","-","-0.19"
"2021/12/05","17:24","-0.198","-","-0.14"
"2021/12/05","17:30","-0.149","-","-0.1"
"2021/12/05","17:36","-0.096","-","0"
"2021/12/05","17:42","-0.039","-","0.08"
"2021/12/05","17:48","0.021","-","0.14"
"2021/12/05","17:54","0.084","-","0.18"
"2021/12/05","18:00","0.151","-","0.21"
"2021/12/05","18:06","0.22","-","0.23"
"2021/12/05","18:12","0.292","-","0.31"
"2021/12/05","18:18","0.366","-","0.38"
"2021/12/05","18:24","0.443","-","0.45"
"2021/12/05","18:30","0.52","-","0.5"
"2021/12/05","18:36","0.599","-","0.55"
"2021/12/05","18:42","0.679","-","0.59"
"2021/12/05","18:48","0.76","-","0.68"
"2021/12/05","18:54","0.84","-","0.79"
"2021/12/05","19:00","0.921","-","0.89"
"2021/12/05","19:06","1","-","0.96"
"2021/12/05","19:12","1.079","-","1.03"
"2021/12/05","19:18","1.156","-","1.15"
"2021/12/05","19:24","1.231","-","1.25"
"2021/12/05","19:30","1.304","-","1.28"
"2021/12/05","19:36","1.374","-","1.4"
"2021/12/05","19:42","1.442","-","1.49"
"2021/12/05","19:48","1.505","-","1.49"
"2021/12/05","19:54","1.565","-","1.57"
"2021/12/05","20:00","1.621","-","1.65"
"2021/12/05","20:06","1.672","-","1.68"
"2021/12/05","20:12","1.718","-","1.76"
"2021/12/05","20:18","1.759","-","1.82"
"2021/12/05","20:24","1.794","-","1.8"
"2021/12/05","20:30","1.823","-","1.84"
"2021/12/05","20:36","1.846","-","1.91"
"2021/12/05","20:42","1.863","-","1.89"
"2021/12/05","20:48","1.874","-","1.92"
"2021/12/05","20:54","1.878","-","1.98"
"2021/12/05","21:00","1.876","-","2"
"2021/12/05","21:06","1.868","-","1.99"
"2021/12/05","21:12","1.853","-","2.01"
"2021/12/05","21:18","1.832","-","1.98"
"2021/12/05","21:24","1.806","-","1.93"
"2021/12/05","21:30","1.774","-","1.96"
"2021/12/05","21:36","1.736","-","1.95"
"2021/12/05","21:42","1.694","-","1.81"
"2021/12/05","21:48","1.647","-","1.79"
"2021/12/05","21:54","1.597","-","1.81"
"2021/12/05","22:00","1.543","-","1.76"
"2021/12/05","22:06","1.487","-","1.66"
"2021/12/05","22:12","1.429","-","1.63"
"2021/12/05","22:18","1.369","-","1.53"
"2021/12/05","22:24","1.309","-","1.46"
"2021/12/05","22:30","1.248","-","1.45"
"2021/12/05","22:36","1.188","-","1.45"
"2021/12/05","22:42","1.129","-","1.36"
"2021/12/05","22:48","1.071","-","1.3"
"2021/12/05","22:54","1.016","-","1.27"
"2021/12/05","23:00","0.962","-","1.23"
"2021/12/05","23:06","0.912","-","1.2"
"2021/12/05","23:12","0.864","-","1.17"
"2021/12/05","23:18","0.819","-","1.12"
"2021/12/05","23:24","0.778","-","1.06"
"2021/12/05","23:30","0.74","-","0.99"
"2021/12/05","23:36","0.705","-","0.95"
"2021/12/05","23:42","0.673","-","0.93"
"2021/12/05","23:48","0.645","-","0.86"
"2021/12/05","23:54","0.619","-","0.83"
"2021/12/06","00:00","0.595","-","0.83"
"2021/12/06","00:06","0.574","-","0.81"
"2021/12/06","00:12","0.554","-","0.85"
"2021/12/06","00:18","0.535","-","0.92"
"2021/12/06","00:24","0.518","-","0.91"
"2021/12/06","00:30","0.501","-","0.88"
"2021/12/06","00:36","0.484","-","0.94"
"2021/12/06","00:42","0.467","-","1.01"
"2021/12/06","00:48","0.45","-","1.02"
"2021/12/06","00:54","0.432","-","0.99"
"2021/12/06","01:00","0.413","-","0.91"
"2021/12/06","01:06","0.392","-","0.96"
"2021/12/06","01:12","0.371","-","1"
"2021/12/06","01:18","0.348","-","0.9"
"2021/12/06","01:24","0.323","-","0.76"
"2021/12/06","01:30","0.297","-","0.69"
"2021/12/06","01:36","0.27","-","0.64"
"2021/12/06","01:42","0.242","-","0.64"
"2021/12/06","01:48","0.212","-","0.6"
"2021/12/06","01:54","0.182","-","0.61"
"2021/12/06","02:00","0.152","-","0.63"
"2021/12/06","02:06","0.121","-","0.61"
"2021/12/06","02:12","0.091","-","0.4"
"2021/12/06","02:18","0.06","-","0.47"
"2021/12/06","02:24","0.031","-","0.65"
"2021/12/06","02:30","0.002","-","0.71"
"2021/12/06","02:36","-0.025","-","0.58"
"2021/12/06","02:42","-0.051","-","0.46"
"2021/12/06","02:48","-0.076","-","0.39"
"2021/12/06","02:54","-0.098","-","0.39"
"2021/12/06","03:00","-0.118","-","0.38"
"2021/12/06","03:06","-0.136","-","0.41"
"2021/12/06","03:12","-0.152","-","0.31"
"2021/12/06","03:18","-0.165","-","0.42"
"2021/12/06","03:24","-0.176","-","0.45"
"2021/12/06","03:30","-0.184","-","0.38"
"2021/12/06","03:36","-0.189","-","0.32"
"2021/12/06","03:42","-0.192","-","0.26"
"2021/12/06","03:48","-0.192","-","0.33"
"2021/12/06","03:54","-0.189","-","0.5"
"2021/12/06","04:00","-0.184","-","0.52"
"2021/12/06","04:06","-0.176","-","0.51"
"2021/12/06","04:12","-0.165","-","0.54"
"2021/12/06","04:18","-0.151","-","0.58"
"2021/12/06","04:24","-0.135","-","0.49"
"2021/12/06","04:30","-0.116","-","0.55"
"2021/12/06","04:36","-0.094","-","0.57"
"2021/12/06","04:42","-0.069","-","0.64"
"2021/12/06","04:48","-0.041","-","0.67"
"2021/12/06","04:54","-0.01","-","0.77"
"2021/12/06","05:00","0.024","-","0.79"
"2021/12/06","05:06","0.061","-","0.85"
"2021/12/06","05:12","0.101","-","0.99"
"2021/12/06","05:18","0.145","-","0.86"
"2021/12/06","05:24","0.192","-","0.83"
"2021/12/06","05:30","0.242","-","0.93"
"2021/12/06","05:36","0.296","-","1.06"
"2021/12/06","05:42","0.354","-","1.2"
"2021/12/06","05:48","0.414","-","1.17"
"2021/12/06","05:54","0.478","-","1.13"
"2021/12/06","06:00","0.546","-","1.03"
"2021/12/06","06:06","0.616","-","1.25"
"2021/12/06","06:12","0.69","-","1.45"
"2021/12/06","06:18","0.766","-","1.44"
"2021/12/06","06:24","0.845","-","1.46"
"2021/12/06","06:30","0.927","-","1.5"
"2021/12/06","06:36","1.011","-","1.64"
"2021/12/06","06:42","1.097","-","1.71"
"2021/12/06","06:48","1.185","-","1.72"
"2021/12/06","06:54","1.274","-","1.84"
"2021/12/06","07:00","1.364","-","1.87"
"2021/12/06","07:06","1.456","-","2.06"
"2021/12/06","07:12","1.547","-","2.18"
"2021/12/06","07:18","1.639","-","2.27"
"2021/12/06","07:24","1.73","-","2.47"
"2021/12/06","07:30","1.821","-","2.62"
"2021/12/06","07:36","1.911","-","2.71"
"2021/12/06","07:42","1.999","-","2.78"
"2021/12/06","07:48","2.086","-","2.9"
"2021/12/06","07:54","2.17","-","2.93"
"2021/12/06","08:00","2.251","-","2.96"
"2021/12/06","08:06","2.33","-","3.07"
"2021/12/06","08:12","2.405","-","3.16"
"2021/12/06","08:18","2.476","-","3.2"
"2021/12/06","08:24","2.542","-","3.31"
"2021/12/06","08:30","2.605","-","3.42"
"2021/12/06","08:36","2.662","-","3.43"
"2021/12/06","08:42","2.714","-","3.5"
"2021/12/06","08:48","2.76","-","3.54"
"2021/12/06","08:54","2.801","-","3.51"
"2021/12/06","09:00","2.835","-","3.55"
"2021/12/06","09:06","2.863","-","3.59"
"2021/12/06","09:12","2.885","-","3.63"
"2021/12/06","09:18","2.9","-","3.68"
"2021/12/06","09:24","2.908","-","3.7"
"2021/12/06","09:30","2.91","-","3.71"
"2021/12/06","09:36","2.906","-","3.65"
"2021/12/06","09:42","2.895","-","3.62"
"2021/12/06","09:48","2.878","-","3.68"
"2021/12/06","09:54","2.855","-","3.65"
"2021/12/06","10:00","2.827","-","3.62"
"2021/12/06","10:06","2.793","-","3.59"
"2021/12/06","10:12","2.755","-","3.59"
"2021/12/06","10:18","2.712","-","3.53"
"2021/12/06","10:24","2.666","-","3.49"
"2021/12/06","10:30","2.616","-","3.44"
"2021/12/06","10:36","2.564","-","3.37"
"2021/12/06","10:42","2.509","-","3.3"
"2021/12/06","10:48","2.453","-","3.15"
"2021/12/06","10:54","2.396","-","3.04"
"2021/12/06","11:00","2.339","-","3.02"
"2021/12/06","11:06","2.281","-","2.92"
"2021/12/06","11:12","2.225","-","2.79"
"2021/12/06","11:18","2.169","-","2.79"
"2021/12/06","11:24","2.114","-","2.72"
"2021/12/06","11:30","2.062","-","2.59"
"2021/12/06","11:36","2.011","-","2.49"
"2021/12/06","11:42","1.962","-","2.5"
"2021/12/06","11:48","1.915","-","2.41"
"2021/12/06","11:54","1.87","-","2.36"
"2021/12/06","12:00","1.828","-","2.34"
"2021/12/06","12:06","1.787","-","2.27"
"2021/12/06","12:12","1.748","-","2.21"
"2021/12/06","12:18","1.711","-","2.21"
"2021/12/06","12:24","1.674","-","2.21"
"2021/12/06","12:30","1.639","-","2.24"
"2021/12/06","12:36","1.604","-","2.23"
"2021/12/06","12:42","1.569","-","2.17"
"2021/12/06","12:48","1.534","-","2.18"
"2021/12/06","12:54","1.498","-","2.21"
"2021/12/06","13:00","1.461","-","2.14"
"2021/12/06","13:06","1.423","-","2.03"
"2021/12/06","13:12","1.383","-","2"
"2021/12/06","13:18","1.342","-","1.95"
"2021/12/06","13:24","1.298","-","1.8"
"2021/12/06","13:30","1.252","-","1.73"
"2021/12/06","13:36","1.204","-","1.66"
"2021/12/06","13:42","1.153","-","1.6"
"2021/12/06","13:48","1.1","-","1.53"
"2021/12/06","13:54","1.045","-","1.46"
"2021/12/06","14:00","0.988","-","1.4"
"2021/12/06","14:06","0.929","-","1.34"
"2021/12/06","14:12","0.868","-","1.22"
"2021/12/06","14:18","0.806","-","1.13"
"2021/12/06","14:24","0.743","-","1.08"
"2021/12/06","14:30","0.679","-","1.01"
"2021/12/06","14:36","0.615","-","0.96"
"2021/12/06","14:42","0.55","-","0.93"
"2021/12/06","14:48","0.486","-","0.89"
"2021/12/06","14:54","0.423","-","0.84"
"2021/12/06","15:00","0.36","-","0.79"
"2021/12/06","15:06","0.299","-","0.72"
"2021/12/06","15:12","0.239","-","0.67"
"2021/12/06","15:18","0.182","-","0.64"
"2021/12/06","15:24","0.126","-","0.57"
"2021/12/06","15:30","0.072","-","0.49"
"2021/12/06","15:36","0.021","-","0.45"
"2021/12/06","15:42","-0.027","-","0.43"
"2021/12/06","15:48","-0.073","-","0.42"
"2021/12/06","15:54","-0.116","-","0.41"
"2021/12/06","16:00","-0.156","-","0.38"
"2021/12/06","16:06","-0.194","-","0.35"
"2021/12/06","16:12","-0.228","-","0.34"
"2021/12/06","16:18","-0.26","-","0.36"
"2021/12/06","16:24","-0.288","-","0.33"
"2021/12/06","16:30","-0.314","-","0.31"
"2021/12/06","16:36","-0.336","-","0.34"
"2021/12/06","16:42","-0.355","-","0.37"
"2021/12/06","16:48","-0.371","-","0.31"
"2021/12/06","16:54","-0.384","-","0.3"
"2021/12/06","17:00","-0.393","-","0.31"
"2021/12/06","17:06","-0.399","-","0.34"
"2021/12/06","17:12","-0.402","-","0.33"
"2021/12/06","17:18","-0.4","-","0.3"
"2021/12/06","17:24","-0.396","-","0.3"
"2021/12/06","17:30","-0.387","-","0.32"
"2021/12/06","17:36","-0.374","-","0.37"
"2021/12/06","17:42","-0.358","-","0.39"
"2021/12/06","17:48","-0.338","-","0.37"
"2021/12/06","17:54","-0.313","-","0.37"
"2021/12/06","18:00","-0.284","-","0.44"
"2021/12/06","18:06","-0.251","-","0.55"
"2021/12/06","18:12","-0.215","-","0.6"
"2021/12/06","18:18","-0.173","-","0.67"
"2021/12/06","18:24","-0.128","-","0.73"
"2021/12/06","18:30","-0.079","-","0.8"
"2021/12/06","18:36","-0.027","-","0.85"
"2021/12/06","18:42","0.03","-","0.87"
"2021/12/06","18:48","0.09","-","0.99"
"2021/12/06","18:54","0.153","-","1.09"
"2021/12/06","19:00","0.219","-","1.12"
"2021/12/06","19:06","0.287","-","1.19"
"2021/12/06","19:12","0.359","-","1.23"
"2021/12/06","19:18","0.432","-","1.37"
"2021/12/06","19:24","0.507","-","1.52"
"2021/12/06","19:30","0.583","-","1.68"
"2021/12/06","19:36","0.66","-","1.66"
"2021/12/06","19:42","0.738","-","1.61"
"2021/12/06","19:48","0.816","-","1.73"
"2021/12/06","19:54","0.894","-","1.85"
"2021/12/06","20:00","0.971","-","2.01"
"2021/12/06","20:06","1.047","-","2.11"
"2021/12/06","20:12","1.122","-","2.14"
"2021/12/06","20:18","1.194","-","2.23"
"2021/12/06","20:24","1.265","-","2.29"
"2021/12/06","20:30","1.332","-","2.36"
"2021/12/06","20:36","1.397","-","2.46"
"2021/12/06","20:42","1.457","-","2.51"
"2021/12/06","20:48","1.514","-","2.48"
"2021/12/06","20:54","1.567","-","2.59"
"2021/12/06","21:00","1.615","-","2.72"
"2021/12/06","21:06","1.658","-","2.74"
"2021/12/06","21:12","1.695","-","2.7"
"2021/12/06","21:18","1.727","-","2.72"
"2021/12/06","21:24","1.754","-","2.75"
"2021/12/06","21:30","1.774","-","2.82"
"2021/12/06","21:36","1.788","-","2.82"
"2021/12/06","21:42","1.797","-","2.73"
"2021/12/06","21:48","1.799","-","2.69"
"2021/12/06","21:54","1.795","-","2.65"
"2021/12/06","22:00","1.785","-","2.69"
"2021/12/06","22:06","1.769","-","2.72"
"2021/12/06","22:12","1.747","-","2.65"
"2021/12/06","22:18","1.72","-","2.53"
"2021/12/06","22:24","1.688","-","2.52"
"2021/12/06","22:30","1.652","-","2.53"
"2021/12/06","22:36","1.611","-","2.44"
"2021/12/06","22:42","1.567","-","2.39"
"2021/12/06","22:48","1.52","-","2.35"
"2021/12/06","22:54","1.47","-","2.23"
"2021/12/06","23:00","1.418","-","2.18"
"2021/12/06","23:06","1.364","-","2.16"
"2021/12/06","23:12","1.31","-","2.11"
"2021/12/06","23:18","1.255","-","2.01"
"2021/12/06","23:24","1.201","-","1.93"
"2021/12/06","23:30","1.148","-","1.83"
